seed,center_target_identity_fraction,center_target_identity_inputs,continuous_grid_identity_cost,deployed_model_artifact_hash,deployed_model_hash,grid_family_identity_fraction,grid_family_identity_inputs,grid_pair_disagreement_fraction,labels_used,max_unique_predictions,mean_unique_predictions,method,optimization_steps,repair_report_hash,trainable_parameters
3141,0.7734375,99,0.15625,0c10646241067027692cbf89ded26417fe97a3899b43eb74c9bbed774c1bbdf3,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,0.6171875,79,0.2485532407407407,none,4,1.3828125,no_repair,0,,0
3141,0.875,112,0.171875,9dff9d5ff3626865b9ad3b4f9f2ae91093425851d4e649719e65114fe1e3f713,23c924a17b003c474ca42812fc9167cda63861b81b5b6d765b0b965a18df99fa,0.703125,90,0.14535108024691357,none,3,1.3125,certificate_directed,280,b3739616e5b991cfacd8a5f0bc88b16cde86fce4752eec64dff565a49dfa8192,640
3141,0.8671875,111,0.15625,d910e4ff309b5f3a51eae773f45c93d55977130f684913670c0912568ea7bd6c,5047056d6e8ac0984c918a85eda99274624503a3372928afd1413a1ddf8eb8ac,0.7109375,91,0.1362847222222222,none,4,1.3828125,logit_only,280,d3e222d4a6ef1efb7a99f8127e3929d9d1e85cc21b0a903b28d9ad170ef2e7f2,640
3141,0.875,112,0.2109375,717478ce21cc7cf8beb65f150ec32700e63260e9d7396b075ecdffd6f8ed47b0,b8a7743dbfc5361b05a834734fcecbca4974221e0b68eed89e008741561301e5,0.6640625,85,0.1664737654320988,none,3,1.3984375,global_threshold,0,ed0e9300ef8bc45348b22b3c512a097de43fbf15be5966568e01bdf8873cbe8d,1
3141,0.7890625,101,0.1015625,9110ffe348b7b917693c31a8cd83f9878ef5f25499ba90a6448471ad3ff614a5,e6909aa88caff5d22c0aef06a8a0bf274708393a8728db4bba97f7adaa2f33e1,0.6875,88,0.22193287037037035,repair calibration labels,4,1.2890625,per_platform_qat,280,211bcd0edd9d65c0fa3f7e12f4417344f1b438cf8c1da78180baead6dac1211c,108928
5772,0.8125,104,0.1328125,4e7aeaae601d203ed022bb8fa9278fa47255af1f82cee9d422906c325d8627c3,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,0.6796875,87,0.19945987654320985,none,5,1.3046875,no_repair,0,,0
5772,0.875,112,0.1328125,3257aabe47fdd0fc19493aef1b3447e39b6b30f5fe87f1916dd8b442fc3c6826,294ba6d468d5a0fc1f52402567fbe357fb8648fa55b32df06aaae055ba5dce3d,0.7421875,95,0.1240354938271605,none,3,1.2890625,certificate_directed,280,554a13b72540692b6327137991a7294cf6545d936928f740e330aad52fc926c9,640
5772,0.90625,116,0.1171875,5fdb028d785b14b196c499c1b69ee3647884d404c9ddce653a514cfad704b14c,fd5f858b2226c1ef4006d8d75196a37eb30040e17672a1b94d92c52c79fad378,0.7890625,101,0.11207561728395066,none,3,1.1953125,logit_only,280,e0f1d13f03967385dccfc8effac0edb70fc65e732f584888fc6545cef9c5b63c,640
5772,0.859375,110,0.125,70508ffcf4efe2591ebf18d118af510c1d036f7a36803ec146bdc6e27ee66a7b,293e91f876e3d8d2cb537b137dc25a0e40e56dcdd98dd886287b0a89f4a3fee1,0.734375,94,0.14178240740740744,none,3,1.2265625,global_threshold,0,13e4bdfce8b3fb48d403ddecf2a7cb7ddacea368f18a413ac9f21161e02eeece,1
5772,0.8046875,103,0.0703125,1e6e33e5288cc73b2e7bd5ceae37a3396b4b4b86cacfa1b95c3e54f836e33c34,6e646fb1e77cc58b4a6f6443896895f34501c05415113ab181511c4fe516e471,0.734375,94,0.20100308641975306,repair calibration labels,4,1.2109375,per_platform_qat,280,12e09b6d20e8ec406cd325beb64fcb7923aec11544a092bc9b15e753013130e9,108928
8119,0.796875,102,0.1015625,466296e5d76aa2de17e1ce61c229a702e8496cf3e76b31a52b3e44e8d72a3ed5,99c6dfe8330ada8fab8d0dbfefaf8a4e25703b2e390cb011b53a0e755198857d,0.6953125,89,0.1903935185185185,none,3,1.2578125,no_repair,0,,0
8119,0.8515625,109,0.1328125,ae331c1b92dce3d3a214db5a394c78c829bf518c90f883bceeb024a1482b41a1,4002b431622e774ecf24a3802ede387367933d69b062e9c3f6b7a951b134b551,0.71875,92,0.17168209876543206,none,4,1.3046875,certificate_directed,280,b46ef39d46b6a6137912b803a382a27140df759b9e3c851071153cb84109abd2,640
8119,0.8828125,113,0.1484375,d8f9db7d96488fa34aa8478406d06c8ba5f3f11a5de6e63ca9b7f463e3394e18,a8cb4d7e12729bb7362baadbbc6e16e0ec454f4f548e1453c1557d83eb29addc,0.734375,94,0.12721836419753085,none,5,1.3203125,logit_only,280,0b60951211d61f1ccf41f43bca5fc96a81f16b19adaf18b98da4502e898b9622,640
8119,0.84375,108,0.125,d5fa5de08104c72c8a68adb9749b74acef4105142d719e3d4f5914220653a611,ff04447b41686363f0bf116d70c05b25b92aa87121a24e500915bb8f8204e727,0.71875,92,0.15441743827160492,none,3,1.3203125,global_threshold,0,f6de77200f2d07969210d1545baf1d290fa6fc80ac16ca6b6e0cdb97754e798e,1
8119,0.796875,102,0.0625,d16c02e2d9fa385121a53d0c780774a2ed281b790cf84bddeaf27dfd3336cd88,e100ee7650474afdaddc12f665fd0e49370a7386fc66041d442743968ee16a10,0.734375,94,0.19270833333333337,repair calibration labels,4,1.21875,per_platform_qat,280,97fe1e962925628c4f1928596d38b99ee0d28fa4a2bf8516b5fe3ebb894a8747,108928
