variant,sample_index,rtl_prediction,golden_prediction,match
repaired,534,12,12,1
repaired,535,10,10,1
repaired,536,3,3,1
repaired,537,8,8,1
repaired,538,3,3,1
repaired,539,16,16,1
repaired,540,12,12,1
repaired,541,8,8,1
repaired,542,2,2,1
repaired,543,17,17,1
repaired,544,0,0,1
repaired,545,5,5,1
repaired,546,17,17,1
repaired,547,0,0,1
repaired,548,14,14,1
repaired,549,13,13,1
repaired,550,0,0,1
repaired,551,10,10,1
repaired,552,8,8,1
repaired,553,9,9,1
repaired,554,1,1,1
repaired,555,19,19,1
repaired,556,17,17,1
repaired,557,11,11,1
repaired,558,4,4,1
repaired,559,11,11,1
repaired,560,12,12,1
repaired,561,14,14,1
repaired,562,6,6,1
repaired,563,5,5,1
repaired,564,18,18,1
repaired,565,8,8,1
repaired,566,4,4,1
repaired,567,19,19,1
repaired,568,12,12,1
repaired,569,2,2,1
repaired,570,15,15,1
repaired,571,1,1,1
repaired,572,18,18,1
repaired,573,3,3,1
repaired,574,18,18,1
repaired,575,15,15,1
repaired,576,7,7,1
repaired,577,19,19,1
repaired,578,16,16,1
repaired,579,12,12,1
repaired,580,8,8,1
repaired,581,12,12,1
repaired,582,11,11,1
repaired,583,3,3,1
repaired,584,11,11,1
repaired,585,1,1,1
repaired,586,0,0,1
repaired,587,17,17,1
repaired,588,12,12,1
repaired,589,9,9,1
repaired,590,14,14,1
repaired,591,11,11,1
repaired,592,12,12,1
repaired,593,11,11,1
repaired,594,4,4,1
repaired,595,13,13,1
repaired,596,8,8,1
repaired,597,0,0,1
repaired,598,10,10,1
repaired,599,17,17,1
repaired,600,11,11,1
repaired,601,14,14,1
repaired,602,7,7,1
repaired,603,11,11,1
repaired,604,6,6,1
repaired,605,16,16,1
repaired,606,1,1,1
repaired,607,2,2,1
repaired,608,5,5,1
repaired,609,13,13,1
repaired,610,12,12,1
repaired,611,16,16,1
repaired,612,15,15,1
repaired,613,18,18,1
repaired,614,0,0,1
repaired,615,18,18,1
repaired,616,18,18,1
repaired,617,3,3,1
repaired,618,6,6,1
repaired,619,2,2,1
repaired,620,13,13,1
repaired,621,9,9,1
repaired,622,0,0,1
repaired,623,12,12,1
repaired,624,12,12,1
repaired,625,12,12,1
repaired,626,11,11,1
repaired,627,2,2,1
repaired,628,9,9,1
repaired,629,17,17,1
repaired,630,4,4,1
repaired,631,14,14,1
repaired,632,1,1,1
repaired,633,0,0,1
repaired,634,16,16,1
repaired,635,12,12,1
repaired,636,7,7,1
repaired,637,7,7,1
repaired,638,0,0,1
repaired,639,18,18,1
repaired,640,13,13,1
repaired,641,9,9,1
repaired,642,13,13,1
repaired,643,6,6,1
repaired,644,14,14,1
repaired,645,1,1,1
repaired,646,12,12,1
repaired,647,3,3,1
repaired,648,14,14,1
repaired,649,5,5,1
repaired,650,3,3,1
repaired,651,9,9,1
repaired,652,18,18,1
repaired,653,2,2,1
repaired,654,8,8,1
repaired,655,9,9,1
repaired,656,19,19,1
repaired,657,17,17,1
repaired,658,11,11,1
repaired,659,7,7,1
repaired,660,16,16,1
repaired,661,11,11,1
repaired,662,19,19,1
repaired,663,4,4,1
repaired,664,15,15,1
repaired,665,17,17,1
repaired,666,18,18,1
repaired,667,7,7,1
repaired,668,2,2,1
repaired,669,19,19,1
repaired,670,17,17,1
repaired,671,14,14,1
repaired,672,18,18,1
repaired,673,19,19,1
repaired,674,3,3,1
repaired,675,2,2,1
repaired,676,3,3,1
repaired,677,16,16,1
repaired,678,0,0,1
repaired,679,2,2,1
repaired,680,9,9,1
repaired,681,13,13,1
repaired,682,3,3,1
repaired,683,9,9,1
repaired,684,15,15,1
repaired,685,11,11,1
repaired,686,13,13,1
repaired,687,16,16,1
repaired,688,18,18,1
repaired,689,0,0,1
repaired,690,3,3,1
repaired,691,5,5,1
repaired,692,16,16,1
repaired,693,3,3,1
repaired,694,18,18,1
repaired,695,13,13,1
repaired,696,5,5,1
repaired,697,12,12,1
repaired,698,19,19,1
repaired,699,9,9,1
repaired,700,15,15,1
repaired,701,15,15,1
repaired,702,14,14,1
repaired,703,18,18,1
repaired,704,6,6,1
repaired,705,19,19,1
repaired,706,0,0,1
repaired,707,17,17,1
repaired,708,7,7,1
repaired,709,4,4,1
repaired,710,13,13,1
repaired,711,6,6,1
repaired,712,6,6,1
repaired,713,7,7,1
repaired,714,11,11,1
repaired,715,18,18,1
repaired,716,1,1,1
repaired,717,11,11,1
repaired,718,1,1,1
repaired,719,0,0,1
repaired,720,10,10,1
repaired,721,9,9,1
repaired,722,8,8,1
repaired,723,12,12,1
repaired,724,14,14,1
repaired,725,10,10,1
repaired,726,17,17,1
repaired,727,14,14,1
repaired,728,16,16,1
repaired,729,18,18,1
repaired,730,9,9,1
repaired,731,15,15,1
repaired,732,16,16,1
repaired,733,6,6,1
repaired,734,5,5,1
repaired,735,16,16,1
repaired,736,16,16,1
repaired,737,7,7,1
repaired,738,0,0,1
repaired,739,4,4,1
repaired,740,18,18,1
repaired,741,2,2,1
repaired,742,9,9,1
repaired,743,3,3,1
repaired,744,2,2,1
repaired,745,4,4,1
repaired,746,11,11,1
repaired,747,6,6,1
repaired,748,13,13,1
repaired,749,0,0,1
repaired,750,14,14,1
repaired,751,2,2,1
repaired,752,0,0,1
repaired,753,15,15,1
repaired,754,5,5,1
repaired,755,0,0,1
repaired,756,3,3,1
repaired,757,17,17,1
repaired,758,9,9,1
repaired,759,9,9,1
repaired,760,15,15,1
repaired,761,0,0,1
repaired,762,16,16,1
repaired,763,13,13,1
repaired,764,13,13,1
repaired,765,0,0,1
repaired,766,11,11,1
repaired,767,0,0,1
repaired,768,16,16,1
repaired,769,12,12,1
repaired,770,19,19,1
repaired,771,5,5,1
repaired,772,6,6,1
repaired,773,9,9,1
repaired,774,7,7,1
repaired,775,16,16,1
repaired,776,14,14,1
repaired,777,0,0,1
repaired,778,11,11,1
repaired,779,8,8,1
repaired,780,13,13,1
repaired,781,19,19,1
repaired,782,11,11,1
repaired,783,18,18,1
repaired,784,4,4,1
repaired,785,3,3,1
repaired,786,4,4,1
repaired,787,17,17,1
repaired,788,18,18,1
repaired,789,5,5,1
repaired,790,12,12,1
repaired,791,7,7,1
repaired,792,9,9,1
repaired,793,9,9,1
repaired,794,1,1,1
repaired,795,15,15,1
repaired,796,9,9,1
repaired,797,3,3,1
repaired,798,9,9,1
repaired,799,16,16,1
repaired,800,18,18,1
repaired,801,6,6,1
repaired,802,14,14,1
repaired,803,7,7,1
repaired,804,3,3,1
repaired,805,5,5,1
repaired,806,10,10,1
repaired,807,0,0,1
repaired,808,17,17,1
repaired,809,6,6,1
repaired,810,18,18,1
repaired,811,2,2,1
repaired,812,0,0,1
repaired,813,14,14,1
repaired,814,18,18,1
repaired,815,16,16,1
repaired,816,19,19,1
repaired,817,1,1,1
repaired,818,4,4,1
repaired,819,4,4,1
repaired,820,3,3,1
repaired,821,8,8,1
repaired,822,1,1,1
repaired,823,3,3,1
repaired,824,16,16,1
repaired,825,14,14,1
repaired,826,11,11,1
repaired,827,9,9,1
repaired,828,15,15,1
repaired,829,3,3,1
repaired,830,1,1,1
repaired,831,12,12,1
repaired,832,5,5,1
repaired,833,18,18,1
repaired,834,19,19,1
repaired,835,1,1,1
repaired,836,8,8,1
repaired,837,19,19,1
repaired,838,8,8,1
repaired,839,3,3,1
repaired,840,5,5,1
repaired,841,6,6,1
repaired,842,5,5,1
repaired,843,12,12,1
repaired,844,0,0,1
repaired,845,14,14,1
repaired,846,8,8,1
repaired,847,7,7,1
repaired,848,17,17,1
repaired,849,18,18,1
repaired,850,7,7,1
repaired,851,6,6,1
repaired,852,9,9,1
repaired,853,10,10,1
repaired,854,3,3,1
repaired,855,0,0,1
repaired,856,2,2,1
repaired,857,0,0,1
repaired,858,15,15,1
repaired,859,14,14,1
repaired,860,2,2,1
