sample_index,window_index,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9,logit_10
6,2,220,-760,-520,-604,-560,-808,-720,-964,28,416,324
6,3,120,-784,-464,-572,-608,-892,-700,-1044,-172,492,316
7,0,148,-2192,-1768,-656,-324,-1376,-1324,-2992,-264,1280,972
7,1,-152,-2332,-1588,-524,-276,-828,-844,-2584,-320,1300,788
7,2,-40,-2364,-1320,-1344,-776,-1836,-1708,-4188,-852,1300,1096
7,3,-372,-2984,-1380,-1240,-828,-1460,-1568,-4304,-712,1620,1300
8,0,-696,-3000,-1256,-720,-656,-1268,-1480,-3544,-332,1732,888
8,1,-264,-2148,-1412,-528,-464,-1828,-1756,-3148,-240,1648,788
8,2,-104,-2688,-1680,-812,-704,-2240,-2088,-4444,-504,2044,1200
8,3,-272,-2640,-1260,-760,-680,-1416,-1452,-4088,-232,1860,1200
9,0,436,-588,-500,-1100,-756,-1048,-976,-1308,116,400,412
9,1,388,-576,-480,-744,-512,-676,-636,-1060,128,380,392
9,2,304,-536,-424,-832,-596,-896,-780,-928,40,424,272
9,3,340,-488,-360,-788,-544,-724,-672,-988,76,356,328
10,0,-932,-1696,1068,-968,-1292,564,660,-1656,-328,-840,-284
10,1,-1164,-2748,1116,-1700,-1736,160,480,-2168,-916,-1880,-532
10,2,-816,-2108,1024,-900,-1220,480,676,-1788,-664,-1324,-632
10,3,-1252,-3016,1520,-1188,-1360,304,704,-2212,-1076,-2296,-956
11,0,-188,-656,-488,-296,-1092,-2244,-1196,-3780,-1148,1084,884
11,1,-248,-316,-496,-116,-664,-1952,-1064,-2800,-1084,280,636
11,2,-184,-312,-416,-44,-596,-1756,-944,-3124,-1000,332,800
11,3,-644,-708,-740,92,-556,-1496,-796,-2728,-564,260,708
12,0,-92,-124,-752,-296,-96,-1244,-980,-1988,-416,164,560
12,1,-4,-180,-1436,-20,48,-1560,-940,-2240,-348,248,688
12,2,-16,-628,-1052,-280,-68,-1192,-1044,-1908,-252,276,604
12,3,-208,-244,-1032,-288,-88,-1044,-736,-2252,-468,112,768
13,0,-1532,-2052,288,-1296,-1372,468,-76,-2816,-500,600,556
13,1,-1288,-1436,536,-952,-1248,444,356,-2092,-404,616,300
13,2,-1316,-1588,384,-1012,-956,456,-24,-1716,-288,260,228
13,3,-1468,-1808,392,-1000,-1164,524,184,-2104,-364,608,348
14,0,-896,-956,452,-600,-816,332,608,-1620,-420,496,112
14,1,-868,-1012,528,-580,-1012,368,808,-2120,-612,548,184
14,2,-908,-1000,592,-724,-1012,216,616,-2144,-664,476,140
14,3,-1176,-1472,680,-932,-1200,192,620,-2932,-936,840,432
15,0,104,-480,-328,-400,-332,-464,-428,-408,44,172,148
15,1,160,-724,-564,-408,-432,-628,-568,-440,196,388,176
15,2,140,-620,-296,-368,-240,-252,-392,-668,100,196,304
15,3,220,-656,-500,-424,-224,-380,-480,-580,152,204,304
16,0,-312,-2200,-1128,-484,-264,-216,-488,-2424,-132,1040,896
16,1,-308,-2120,-1232,-428,-272,-320,-480,-2192,-112,1080,764
16,2,-260,-2224,-1428,-432,-272,-372,-520,-2268,-40,1168,840
16,3,-204,-1984,-1396,-392,-268,-392,-412,-2236,-112,1100,832
17,0,-820,-2768,-1836,-112,-312,-1220,-968,-3364,-476,2152,872
17,1,-1044,-2520,-824,-388,-588,-488,-548,-2980,-596,1604,736
17,2,-744,-2412,-1480,-136,-220,-720,-676,-3100,-568,1660,832
17,3,-500,-2068,-1360,-180,-68,-388,-444,-2524,-360,1320,844
18,0,528,-728,-1208,-784,-616,-1008,-612,-1392,144,720,508
18,1,352,-504,-544,-712,-572,-780,-608,-952,120,464,316
18,2,380,-580,-464,-1016,-740,-948,-832,-1164,72,424,332
18,3,376,-572,-452,-1012,-744,-916,-816,-1156,92,392,336
19,0,-4,-384,-268,-32,-328,-92,116,-540,108,384,204
19,1,-160,-736,-292,76,-316,96,236,-704,232,624,288
19,2,-428,-508,296,-228,-568,84,0,-856,24,176,220
19,3,-244,-144,364,-196,-508,-88,-8,-816,-96,168,156
20,0,-572,-1208,680,-804,-1060,240,504,-1428,-384,-916,-204
20,1,-1036,-2176,752,-1244,-1588,-132,372,-1844,-852,-1864,-204
20,2,-864,-1932,716,-1168,-1360,124,440,-1740,-752,-1556,-344
20,3,-1444,-2740,1080,-1692,-1892,-12,332,-2168,-892,-2148,-208
21,0,104,-452,-1264,-292,0,-1756,-1236,-2432,-412,236,884
21,1,-16,404,-1360,-60,108,-1872,-772,-1664,-644,96,520
21,2,52,-164,-1172,-172,92,-1664,-1036,-1956,-380,464,564
21,3,164,132,-1192,44,48,-1676,-676,-2092,-628,44,668
22,0,244,-828,-580,-220,-152,-244,-364,-636,244,392,356
22,1,228,-884,-668,-312,-128,-224,-384,-728,204,356,400
22,2,380,-892,-884,-196,-112,-240,-280,-664,304,440,432
22,3,320,-988,-804,-368,-216,-336,-440,-628,288,396,416
23,0,280,-2256,-2076,-84,-348,-984,-832,-2080,620,1508,880
23,1,536,-1960,-2168,-136,-328,-1092,-812,-2048,540,1388,920
23,2,-76,-2328,-1872,-632,-504,-984,-940,-2284,252,1432,768
23,3,252,-2524,-2420,-156,-84,-776,-864,-1880,440,1292,896
24,0,300,-2496,-2988,120,144,-1444,-1236,-3088,252,1940,1220
24,1,436,-1716,-2560,-92,92,-1740,-1360,-2692,192,1684,956
24,2,160,-2292,-2480,-196,-112,-1656,-1340,-3000,4,1888,1012
24,3,-276,-2048,-1156,-364,-540,-1276,-1116,-3288,-344,1684,924
25,0,-136,-124,380,-332,-472,-304,8,-1540,-696,292,324
25,1,-340,-256,460,-152,-428,-88,212,-1044,-512,352,124
25,2,-32,-256,212,40,-344,-172,152,-688,-292,384,120
25,3,-268,-100,-4,60,-568,-336,80,-1292,-544,288,168
26,0,-236,-68,992,-1868,-1660,-624,-768,-3316,-1584,-2088,836
26,1,-1416,-936,1784,-2304,-2216,36,-768,-3544,-2712,-5040,556
26,2,-3368,-2608,2724,-2796,-3056,724,-704,-4652,-3388,-5132,-1032
26,3,-2564,-2028,2064,-2304,-2452,-128,-168,-3864,-3164,-4152,396
27,0,-8,8,-80,-48,-384,-592,-484,-1264,-556,120,244
27,1,-68,-232,-316,280,164,-296,-468,-448,-256,-176,-88
27,2,148,-80,-208,196,192,-420,-688,-628,-444,-376,-240
27,3,96,-48,-112,168,68,-464,-500,-824,-536,-192,-160
28,0,-844,-884,572,-628,-804,748,604,-1292,-4,108,72
28,1,-1116,-1124,864,-668,-1096,752,612,-1432,-212,-80,-236
28,2,-1296,-1652,920,-744,-1224,944,580,-1612,-144,-224,-320
28,3,-960,-1804,980,-668,-1036,788,236,-1468,-400,-1072,-472
29,0,-496,-552,636,-744,-724,548,416,-1136,-516,-636,-172
29,1,-1212,-1216,412,-1008,-1144,476,588,-1644,-536,196,-356
29,2,-1248,-796,428,-1232,-1252,216,148,-1384,-656,-60,-680
29,3,-1588,-864,548,-1336,-1600,284,208,-1724,-656,-28,-864
30,0,436,-584,-716,-648,-292,-584,-588,-1128,132,292,488
30,1,236,-312,-428,-364,-4,-304,-384,-432,52,104,228
30,2,336,-496,-612,-512,-84,-628,-624,-652,0,348,268
30,3,248,-412,-432,-364,-156,-472,-452,-480,60,292,184
31,0,632,-924,-712,-1072,-428,-780,-1032,-1700,180,260,720
31,1,784,-1216,-1248,-928,-264,-1088,-1452,-1648,444,360,752
31,2,788,-1344,-1264,-900,-336,-952,-1264,-1760,384,396,804
31,3,792,-1304,-1200,-1088,-428,-1116,-1432,-1872,332,372,804
32,0,-1252,2084,-2024,-1416,-1492,-2196,-1144,-5008,-2216,-1284,1332
32,1,-1692,2660,-3628,-808,-1540,-1924,-1144,-3284,-1992,-1584,704
32,2,-1272,2168,-2768,-904,-1304,-1952,-1148,-3340,-1608,-1580,888
32,3,-1380,2160,-3380,-704,-864,-1888,-1276,-2404,-932,-1312,600
33,0,-140,-108,304,0,-204,84,180,-448,-136,152,104
33,1,-136,-104,212,-68,-224,4,76,-252,4,120,36
33,2,-108,-88,164,-40,-144,64,84,-116,56,68,20
33,3,-116,-64,220,-40,-184,8,92,-324,-88,108,60
34,0,-760,-868,1536,-2152,-1956,-508,-272,-3200,-1856,-1548,1252
34,1,-384,-1008,1460,-1168,-952,172,384,-2080,-1424,-1684,424
34,2,-1184,-1896,1756,-1660,-1176,140,404,-2628,-2660,-2740,280
34,3,-612,-1400,1516,-1300,-1016,36,484,-2296,-2024,-2172,276
35,0,160,-428,-120,-452,-472,-556,-412,-1528,-416,452,500
35,1,168,-236,-168,-324,-316,-352,-392,-876,-136,72,208
35,2,92,-112,-60,-132,-172,-296,-284,-796,-304,-44,48
35,3,116,-72,-44,-100,-8,-180,-216,-404,-188,-108,-68
36,0,220,-196,-288,48,-52,-532,-400,-500,76,460,84
36,1,128,-248,-144,-64,-88,-256,-228,-348,28,220,88
36,2,8,-136,-128,32,0,-196,-136,-188,0,44,-12
36,3,8,-56,-220,68,-16,-344,-260,-436,-28,36,56
37,0,-716,-868,776,-404,-912,448,396,-1088,112,212,-60
37,1,-644,-704,564,-512,-792,148,132,-1004,-188,-16,-236
37,2,-508,-888,568,-392,-736,284,276,-948,-68,-4,-156
37,3,-204,-1080,248,-356,-632,216,288,-948,-4,-12,80
38,0,-160,-860,12,-160,-492,32,252,-848,-44,508,-12
38,1,-460,-1356,544,-340,-796,440,608,-1176,-204,-160,-184
38,2,-28,-632,136,-4,-328,60,208,-512,-44,320,84
38,3,-200,-740,196,-264,-512,-36,252,-856,-160,284,112
39,0,348,-652,24,-1356,-996,-1000,-680,-3396,-1012,532,980
39,1,132,-1840,-668,-1228,-968,-132,-328,-2484,-72,596,796
39,2,-192,-1860,-460,-1168,-1168,-308,-452,-2912,-336,808,768
39,3,276,-892,8,-1400,-1004,-688,-488,-3472,-1068,404,948
40,0,-1284,2392,-3440,-8,544,-2208,-920,-1792,-684,-448,328
40,1,-1412,2212,-3196,-80,-12,-2044,-940,-1900,-1168,-1284,328
40,2,-1112,1904,-2596,-416,-196,-2340,-1132,-2916,-1228,-436,544
40,3,-1076,2072,-2356,204,52,-1856,-728,-2096,-1196,-1352,196
41,0,12,-252,-436,-560,-400,-800,-708,-2184,-416,124,660
41,1,-108,-240,-652,-536,-544,-1304,-916,-2424,-608,20,736
41,2,-140,84,-748,-500,-484,-1340,-1000,-2436,-652,80,716
41,3,104,-460,-1616,-280,-204,-1144,-840,-2708,-416,304,1008
42,0,-916,-2444,-508,-564,-1036,664,668,-2300,324,1312,620
42,1,-544,-2032,-644,-1112,-968,384,256,-2500,-236,420,576
42,2,-1112,-2108,-1344,-920,-904,436,560,-2160,8,1376,668
42,3,-1984,-2860,-824,-1072,-1032,744,144,-2232,100,1364,432
43,0,148,-20,128,-100,-444,-300,156,116,-36,64,-112
43,1,108,12,156,-24,-324,-204,144,24,-60,12,-108
43,2,108,32,80,-36,-260,-104,108,12,-68,-52,-40
43,3,60,-88,-248,-56,-104,-480,-432,-284,68,140,-80
44,0,-212,-2808,-2756,-348,-1032,-1192,-468,-3116,276,2476,828
44,1,-996,-1644,-484,-820,-1300,36,668,-3096,-424,1404,668
44,2,-384,-1424,-984,-800,-1460,-1188,-396,-3256,-476,1428,544
44,3,-452,-1680,-1504,-1468,-1480,-1516,-876,-4256,-828,1356,832
45,0,396,-756,-1012,-96,-480,-432,-412,-328,188,280,120
45,1,352,-336,-704,24,-208,-384,-512,-564,-108,-64,116
45,2,428,-644,-944,96,-244,-488,-476,-324,164,416,132
45,3,536,-936,-1384,-200,-524,-776,-712,-552,300,428,196
46,0,-1444,2472,-3904,-336,184,-2108,-1392,-1992,-944,-872,120
46,1,-1108,1884,-2976,-172,164,-2152,-1312,-1580,-1080,-736,-32
46,2,-868,1520,-2280,-28,200,-1908,-1108,-1220,-824,-736,-236
46,3,-1256,2024,-3020,-184,156,-2072,-1244,-1520,-1156,-1288,-148
47,0,-980,-576,-652,-2040,-2328,-2396,-1340,-4588,-1024,2124,736
47,1,-1076,-876,-336,-1700,-2324,-1936,-1008,-4008,-664,1932,468
47,2,-900,-948,-316,-1336,-1952,-1496,-708,-3484,-472,1804,656
47,3,-732,-1088,-836,-916,-1624,-1372,-492,-3356,52,1968,580
48,0,-168,-480,-1596,-212,-328,-1232,-900,-2416,-332,124,808
48,1,-136,72,-1168,108,-24,-1084,-740,-1560,-304,-80,416
48,2,-56,-620,-1652,-516,-448,-1180,-960,-2716,-328,292,1032
48,3,40,60,-1156,-184,-152,-944,-536,-1616,-228,20,536
49,0,-1208,-1872,-172,-676,-1004,540,164,-1956,-152,468,124
49,1,-1236,-1960,-360,-816,-1152,696,800,-2024,-116,508,112
49,2,-1736,-2280,24,-1084,-1120,832,296,-2224,-404,248,12
49,3,-1092,-1580,-16,-900,-1092,372,112,-1856,-240,476,68
50,0,116,-136,-136,-332,-200,-228,-168,-640,16,164,244
50,1,144,-164,-72,-444,-240,-184,-188,-664,-20,96,268
50,2,128,-232,-32,-556,-392,-356,-352,-764,16,148,232
50,3,240,-312,-420,-352,-256,-348,-224,-648,56,304,268
51,0,-840,-1468,-428,-732,-1508,-696,240,-3148,-404,1768,560
51,1,-704,-1540,-332,-1084,-1600,-688,-252,-2756,-164,1172,416
51,2,-4,-1556,-1668,-788,-1108,-1344,-564,-3312,-592,1684,992
51,3,-928,-1728,-844,-1044,-1596,-644,128,-3384,-628,1556,500
52,0,384,784,-1428,280,532,-2088,-1380,-824,204,1064,76
52,1,496,552,-1416,36,232,-2312,-1556,-992,-92,1204,88
52,2,360,416,-904,-64,124,-1644,-1148,-764,52,780,132
52,3,276,416,-888,36,216,-1440,-968,-684,-148,672,36
53,0,-996,-1132,1240,-328,-1176,1068,1212,-1592,360,592,272
53,1,-1268,-1588,544,-412,-1324,884,1268,-2124,168,668,-164
53,2,-1384,-1856,300,-532,-1416,840,1348,-2436,124,904,-164
53,3,-1524,-1820,432,-680,-1612,684,1108,-2540,16,716,-448
54,0,104,172,-604,184,216,-756,-460,-752,-60,164,312
54,1,160,-84,-536,-64,132,-468,-484,-564,68,52,308
54,2,128,8,-540,112,132,-608,-360,-668,-60,136,308
54,3,-88,-52,-360,-8,116,-384,-236,-360,52,352,136
55,0,-336,-872,516,-420,-608,316,156,-1144,312,380,400
55,1,-436,-1160,612,-140,-732,704,688,-940,432,548,256
55,2,-700,-912,776,-176,-660,644,600,-820,296,464,180
55,3,-616,-1068,980,-420,-920,580,500,-1340,328,464,288
56,0,-460,-720,524,-244,-628,464,492,-1156,124,408,360
56,1,-540,-752,128,-100,-440,576,872,-988,244,784,420
56,2,-692,-856,572,-128,-684,764,976,-1004,220,536,196
56,3,-592,-796,480,-416,-804,540,892,-1692,4,696,488
57,0,-4,4,-12,0,-12,-52,-48,-40,-4,4,-20
57,1,-16,16,-48,0,-48,-208,-192,-160,-16,16,-80
57,2,-16,16,-48,0,-48,-208,-192,-160,-16,16,-80
57,3,-8,8,-24,0,-24,-104,-96,-80,-8,8,-40
58,0,32,-76,-96,12,20,-8,-20,24,48,32,12
58,1,-12,12,-36,0,-36,-156,-144,-120,-12,12,-60
58,2,28,-104,-164,32,-32,-208,-204,-132,52,80,-64
58,3,80,-268,-320,-20,-76,-256,-260,-88,108,4,-64
59,0,328,-292,-708,-176,-280,-440,-380,-996,-80,24,184
59,1,664,-864,-1624,-160,-332,-636,-532,-1124,160,240,316
59,2,524,-584,-1016,-48,-392,-556,-764,-536,-20,-88,128
59,3,412,-492,-848,-12,-272,-432,-508,-904,-68,-140,124
60,0,-208,828,-844,-1020,-592,-2512,-1648,-3008,-1360,164,652
60,1,-520,1556,-1380,124,376,-2196,-800,-2056,-1540,-684,228
60,2,-408,868,-748,76,28,-1776,-916,-1820,-1040,-520,64
60,3,-596,1204,-1052,244,412,-1720,-632,-1444,-1264,-876,-52
61,0,-276,-572,-1136,-1360,-1220,-1900,-1704,-4072,-1120,692,1152
61,1,-1192,-1012,636,-640,-1284,-144,-548,-2384,-632,344,256
61,2,-620,-828,-280,-1136,-1084,-288,-160,-3164,-444,640,844
61,3,556,320,-1424,-1288,-492,-2040,-1504,-1964,-596,964,408
62,0,-1624,-1664,1240,-1144,-2084,184,324,-3160,-572,692,24
62,1,-2340,-1980,1604,-1220,-2148,360,240,-2788,-520,-136,-1064
62,2,-1756,-1884,1236,-824,-1728,608,612,-2204,-224,104,-592
62,3,-1612,-1936,1128,-896,-1688,544,616,-2636,-224,232,-372
63,0,36,-732,-772,-700,-616,-952,-664,-2476,-520,296,956
63,1,56,-508,-924,-120,-116,-824,-304,-1736,-292,-8,920
63,2,36,-932,-1440,-60,-148,-884,-752,-1820,148,400,788
63,3,328,-364,-1024,-308,52,-684,-564,-1312,32,184,544
64,0,552,-544,-1240,-404,52,-672,-496,-1736,76,452,784
64,1,472,-524,-1060,-464,-120,-948,-712,-2056,4,536,796
64,2,356,-284,-1116,-200,84,-960,-660,-1420,100,440,500
64,3,164,-4,-1700,-148,180,-1092,-464,-1720,-96,432,632
65,0,-948,-1440,-76,-604,-876,432,192,-1908,192,616,332
65,1,-828,-1644,-552,-836,-664,260,-44,-1604,-28,672,512
65,2,-1060,-2232,-448,-880,-932,572,456,-2412,56,1228,800
65,3,-864,-1804,-624,-820,-1032,340,460,-2084,164,1176,644
66,0,-628,-1992,-996,-816,-1104,488,1032,-2716,268,1484,1116
66,1,-300,-1348,172,-588,-896,204,644,-2520,-416,760,728
66,2,-432,-1256,272,-284,-904,492,1008,-1784,-84,776,360
66,3,-612,-1848,360,-900,-1308,448,952,-2840,-428,1048,852
67,0,380,-564,-776,-548,-280,-700,-672,-816,196,292,328
67,1,244,-336,-560,-488,-304,-676,-588,-516,136,228,160
67,2,308,-576,-724,-380,-176,-564,-608,-368,264,156,172
67,3,208,-272,-548,-368,-160,-524,-480,-360,132,140,136
68,0,48,-1216,-1088,-416,-880,-980,-492,-1732,208,1276,492
68,1,-840,-1684,-832,-1424,-1624,-592,-224,-3156,-508,1276,744
68,2,-196,-1372,-1500,-588,-736,-852,-704,-2120,-200,728,748
68,3,-736,-2852,-1688,-1292,-1220,-808,-772,-3320,-248,1620,1012
69,0,568,-660,-932,36,-320,-728,-960,-604,48,276,144
69,1,608,-580,-856,-20,-416,-756,-1136,-684,-72,128,68
69,2,488,-500,-692,124,-196,-692,-928,-544,12,188,60
69,3,372,-376,-544,56,-180,-404,-648,-384,-28,56,84
70,0,-244,-24,-1252,-1252,-1124,-1364,-1412,-3580,-1036,144,1188
70,1,156,-896,-856,-148,-668,-984,-696,-1736,56,1000,620
70,2,-236,296,-324,-1160,-1076,-1380,-1164,-3472,-1352,224,912
70,3,-268,-704,188,-916,-1232,-592,-344,-3640,-864,828,1248
71,0,-8,-460,-960,-1052,-480,-728,-704,-2068,-348,-12,956
71,1,-456,-980,-1404,-64,28,-900,-748,-1736,-284,-488,964
71,2,-420,-308,-388,-1112,-736,-512,-512,-1756,-616,-324,752
71,3,-404,-808,-1556,-92,28,-932,-644,-1924,-340,-384,1000
72,0,-508,-2576,-1932,-172,-960,-728,16,-1796,580,2316,524
72,1,-1272,-1892,-596,-1000,-1552,56,728,-2956,-244,1788,568
72,2,-892,-1468,-532,-1112,-1460,-492,52,-2532,-288,1276,300
72,3,-932,-1664,-664,-836,-1276,-536,-12,-1860,52,1448,44
73,0,-248,-920,-56,-528,-592,-344,-196,-940,-284,-1000,48
73,1,-1056,-1492,656,-868,-1100,-216,-104,-1236,-696,-1928,-180
73,2,-1160,-2024,772,-1048,-1188,176,200,-1800,-852,-2000,-620
73,3,-1548,-2080,928,-1120,-1492,-268,32,-1540,-908,-2396,-428
74,0,336,-392,-676,-236,-116,-456,-256,-796,-172,92,388
74,1,376,-416,-924,-492,-240,-812,-564,-1492,-540,-240,472
74,2,332,-264,-556,-576,-284,-680,-488,-1260,-548,-212,640
74,3,280,-280,-584,-416,-300,-800,-616,-1064,-384,-260,456
75,0,72,-668,-220,-96,-168,-100,-120,-116,68,320,88
75,1,-168,-1144,-276,-352,-292,-344,-348,52,-176,388,32
75,2,-120,-1168,-436,-444,-164,-368,-520,112,-228,0,-92
75,3,-100,-1104,-232,-308,-164,-188,-368,40,-148,36,-132
76,0,632,-1224,-2100,32,-268,-936,-368,-504,608,1224,328
76,1,504,-1004,-1636,112,-264,-996,-532,-364,572,1096,144
76,2,728,-1664,-2528,72,-276,-832,-372,-324,840,1192,392
76,3,704,-1488,-2172,260,-152,-768,-388,-108,760,1316,280
77,0,272,-1328,-1220,84,-504,-848,-664,-64,160,1060,-140
77,1,884,-1680,-2648,-56,-684,-1600,-904,-1708,220,1740,492
77,2,864,-2672,-2604,-796,-1260,-3424,-2896,-2204,-20,2096,284
77,3,200,-1408,-1984,-360,-1124,-2756,-2060,-1940,156,1796,-268
78,0,-396,-600,-16,-312,-728,-852,-348,-412,-308,-1368,180
78,1,-1480,-1864,832,-932,-1576,-500,-548,-1200,-656,-2552,-112
78,2,-1964,-2320,804,-1132,-1768,-784,-660,-1148,-788,-2792,-284
78,3,-2036,-2132,836,-1092,-1796,-972,-796,-948,-880,-2992,-140
79,0,-212,-1120,-448,-948,-1068,-304,148,-2524,-228,96,432
79,1,-460,-1400,8,-1008,-1164,-120,108,-2104,-160,-92,144
79,2,-728,-1700,348,-924,-1292,232,448,-2156,-140,-148,-36
79,3,-448,-1584,176,-1092,-1300,-32,208,-2276,-304,-492,-48
80,0,600,-760,-2104,260,-80,-1756,-1136,-868,620,1280,92
80,1,596,-1180,-1944,64,-284,-616,-140,-392,576,1088,360
80,2,572,-1140,-1828,-200,-464,-936,-556,-300,640,948,240
80,3,828,-1460,-2668,88,-104,-1260,-720,-760,776,1396,492
81,0,84,-20,4,-340,-148,-160,-184,-404,-52,-16,148
81,1,160,-120,-160,-456,-152,-240,-296,-496,0,0,216
81,2,208,-368,-264,-452,-232,-180,-232,-500,56,56,220
81,3,124,-160,-132,-196,-88,-116,-168,-224,36,76,124
82,0,-204,2740,-2840,-636,-108,-3576,-800,-2172,-2656,-3236,1812
82,1,-368,3236,-3116,-704,-412,-3748,-792,-2076,-3140,-4532,2032
82,2,-608,3080,-3464,-756,-152,-3608,-648,-2044,-2948,-3792,1988
82,3,-616,3052,-3260,-868,-580,-3660,-864,-1992,-2900,-4360,2204
83,0,-24,-308,-256,-388,-444,-668,-252,-464,-536,-1432,308
83,1,-160,-884,-64,-460,-476,-252,-224,-920,-192,-924,48
83,2,-696,-1188,288,-444,-764,-204,-160,-760,-196,-1140,-200
83,3,-1012,-1224,588,-580,-1120,-376,-408,-768,-300,-1600,12
84,0,48,-568,-784,-752,-480,-872,-808,-1572,-528,-368,908
84,1,500,-520,-1360,-396,-4,-856,-584,-1176,-288,-212,828
84,2,460,-348,-888,-236,24,-712,-500,-696,-184,-576,548
84,3,336,-636,-976,-292,-200,-668,-504,-940,-156,-216,724
85,0,324,-180,-1008,-104,104,-544,-300,-768,-128,4,488
85,1,312,-12,-816,-24,196,-748,-368,-508,-356,-448,220
85,2,428,120,-888,60,272,-680,-208,-628,-380,-388,260
85,3,256,-52,-916,-168,292,-664,-344,-680,-576,-704,324
86,0,-288,-996,80,-768,-656,180,96,-1392,-264,-412,-48
86,1,-548,-1320,308,-1168,-1108,408,-80,-2160,-536,-1084,-312
86,2,-336,-1172,-384,-640,-436,176,16,-1304,-100,-52,160
86,3,-448,-1052,208,-1044,-856,120,-128,-1728,-388,-680,-120
87,0,308,-624,-1052,40,-20,-452,-200,-112,348,472,140
87,1,532,-908,-1440,40,12,-492,-264,-728,416,744,464
87,2,512,-1060,-1828,-52,-364,-612,-140,-288,540,852,284
87,3,860,-1448,-2228,-676,-372,-1056,-740,-1424,520,948,684
88,0,280,-120,0,-1064,-476,-512,-616,-1352,-216,-64,460
88,1,100,48,16,-432,-200,-192,-236,-504,-136,-36,164
88,2,72,20,40,-296,-168,-92,-132,-356,-172,-28,100
88,3,52,-8,36,-152,-108,-56,-96,-224,-140,-44,56
89,0,-208,3060,-3416,-456,192,-3496,-432,-2428,-2636,-3172,1972
89,1,-364,3240,-3508,-352,160,-3652,-596,-2200,-2772,-3628,1944
89,2,-132,3012,-2816,-68,192,-3020,-316,-1548,-2328,-3908,1544
89,3,-96,3352,-3244,-148,344,-3072,-424,-1636,-2352,-4036,1404
90,0,276,-520,-1172,184,-132,-372,184,-740,124,804,328
90,1,292,-484,-1156,144,-140,-564,-76,-608,212,764,216
90,2,228,-568,-1048,180,-208,-488,-28,-528,240,768,152
90,3,416,-788,-1640,316,-124,-672,-8,-764,384,1152,380
91,0,-328,-736,260,-628,-616,-132,192,-1096,-668,-1120,-16
91,1,-772,-1208,492,-744,-932,-160,288,-1248,-716,-1268,-12
91,2,-980,-1552,604,-980,-1120,-120,260,-1484,-864,-1696,-172
91,3,-1396,-2348,996,-1256,-1548,184,628,-2212,-1128,-2080,-448
92,0,-84,-672,-56,-132,0,0,-176,136,-160,-176,-200
92,1,-152,-728,-52,-376,-48,-72,-328,144,-316,-440,-236
92,2,-136,-856,-68,-280,-20,-8,-292,244,-368,-532,-320
92,3,-184,-932,-196,-400,-60,-192,-488,216,-380,-532,-336
93,0,-648,1504,-1148,116,-980,-1760,-792,-2684,-1956,-2564,928
93,1,-1076,1616,-1152,52,-1708,-1744,-800,-2972,-2052,-2604,804
93,2,-1120,1432,-972,-60,-1616,-1484,-872,-3008,-1908,-2408,736
93,3,-1240,1444,-904,-152,-2108,-1368,-744,-3048,-1784,-2296,660
94,0,284,-212,-1300,-52,-260,-1332,-388,-1196,-512,-376,896
94,1,180,-216,-2016,216,236,-1432,-376,-1544,-620,-152,816
94,2,72,-4,-324,-140,-104,-328,-136,-476,-148,-144,216
