sample_index,window_index,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9,logit_10
21,3,-2180,672,-5272,1764,3860,-4040,-1924,-2884,-792,-2104,2692
22,0,36,-7140,-7036,1244,1928,-120,-604,4408,2932,56,2376
22,1,792,-7116,-6936,1604,2276,588,-516,4436,3384,-148,2432
22,2,552,-6628,-6640,1564,1868,324,-136,4388,3040,168,2376
22,3,504,-6976,-7172,1732,2036,216,-412,4756,3092,732,2540
23,0,-260,-8596,-8164,1000,932,-1180,-3040,-188,2912,-264,1808
23,1,468,-8700,-7580,944,292,-280,-1908,132,2916,168,1616
23,2,-1148,-7568,-6280,-356,864,-504,-2648,488,2324,408,1424
23,3,-256,-9560,-8528,924,876,112,-1880,1044,3096,12,1876
24,0,-1496,-6036,-8256,264,2084,-2844,-4128,-2208,1184,3056,2876
24,1,-1024,-4840,-7320,328,1676,-4024,-3800,-2596,632,2988,2252
24,2,-1560,-6148,-8084,872,1400,-4012,-4200,-3192,596,3864,2348
24,3,-2552,-5664,-5072,-128,740,-3148,-4020,-2880,-116,2940,1624
25,0,-408,-460,-468,-384,-1160,-248,668,-1116,-388,428,-176
25,1,-828,-1112,-344,-528,-636,20,4,-416,-168,548,-240
25,2,-268,-512,-696,-32,-260,-360,200,584,268,168,-112
25,3,-732,276,-936,372,448,-536,96,-400,360,152,548
26,0,-2044,-1576,3140,-2924,-2628,-332,-268,-6492,-3944,-4136,-376
26,1,-7236,-3668,5612,-4668,-2992,2360,-1512,-8756,-6756,-9064,-4008
26,2,-12352,-6376,7172,-6048,-4288,4148,-2700,-11712,-8512,-10656,-7856
26,3,-11072,-7252,6708,-5996,-4616,76,-1176,-9912,-9240,-9420,-3492
27,0,1656,1188,-772,644,1464,-1448,-1696,-3484,-3000,-3576,-1332
27,1,1624,808,-1380,800,2740,-2056,-2700,-2296,-3040,-4576,-1792
27,2,2256,588,-972,572,2540,-1568,-3028,-2488,-3168,-5036,-2372
27,3,2248,1296,-768,604,2584,-1300,-2432,-3300,-3808,-5260,-2352
28,0,-6008,-4084,1912,-3100,-2464,2956,-284,-5104,-1904,-548,-3752
28,1,-5644,-4824,2716,-3404,-3080,2756,12,-5136,-2424,-1868,-4376
28,2,-6572,-6080,2512,-3444,-3116,3536,-376,-5248,-2460,-2164,-4996
28,3,-7332,-6328,3808,-3960,-3352,3668,-1224,-5412,-3464,-3796,-6336
29,0,-3116,-3120,1660,-3216,-2488,1708,848,-3836,-2636,-1600,-2844
29,1,-4000,-3336,1180,-3336,-2984,1576,1132,-4392,-2348,-312,-2572
29,2,-5144,-3200,1280,-4000,-3148,1776,156,-3640,-2496,-108,-4272
29,3,-5836,-3040,1804,-3864,-2952,1820,-564,-3940,-2920,220,-4900
30,0,-448,-3652,-4848,20,1092,-1672,-760,2840,1520,460,1412
30,1,-4,-2704,-4504,-192,684,-2136,-960,2484,848,984,1144
30,2,400,-2520,-4556,-428,304,-2324,-720,2436,872,1160,960
30,3,264,-2584,-4620,-572,292,-2248,-124,2904,1092,684,948
31,0,1060,-4848,-4940,648,540,-948,-2080,280,1816,-844,1128
31,1,1028,-5768,-6032,804,1060,-1136,-2416,856,2332,-1048,1384
31,2,656,-5732,-6564,940,1412,-1152,-2464,1392,2464,-1044,1560
31,3,692,-4900,-5532,684,888,-1372,-2364,748,1896,-796,1220
32,0,-1296,6900,-5404,-2040,416,-7148,3212,-7332,-5144,-3740,1424
32,1,-2924,9716,-9660,-2660,-608,-7932,4304,-5500,-2956,-5824,1136
32,2,-2356,8408,-7760,-2316,-928,-7280,4040,-5288,-3064,-5808,1032
32,3,-2952,7884,-8824,-1512,-1036,-6816,2868,-3608,-1308,-4592,268
33,0,-844,-424,-836,536,324,140,-132,-1080,624,88,628
33,1,-748,-664,-748,536,196,228,48,-576,496,120,500
33,2,-564,-348,-648,468,288,84,-216,-672,480,12,468
33,3,-568,-352,-700,472,340,80,-280,-700,524,20,504
34,0,-3660,-3688,4336,-4244,-4092,156,668,-7012,-5212,-5864,-344
34,1,-3868,-4252,4748,-4628,-4424,-808,2668,-6908,-5376,-7632,-1880
34,2,-6644,-6640,6060,-5324,-5056,-1308,3168,-8548,-8252,-8844,-3624
34,3,-5024,-3988,4884,-4844,-4396,-1028,1616,-7932,-6720,-7032,-2792
35,0,1280,396,-164,412,992,-1212,-680,-2624,-2892,-2404,-896
35,1,1420,256,-904,624,1784,-1008,-1444,-1364,-1708,-3164,-1344
35,2,2196,1068,-392,344,2220,-892,-1528,-2340,-3104,-4660,-2212
35,3,2356,460,-648,392,2496,-460,-1900,-1372,-2752,-5200,-2460
36,0,1112,924,-1320,-272,2720,-3020,-1456,-1796,-2040,-2852,-1448
36,1,1600,1124,-1356,32,2352,-2520,-1188,-1588,-1956,-3012,-1544
36,2,1528,1700,-1876,132,2948,-2672,-1008,-2116,-2216,-3280,-1652
36,3,824,1264,-1280,456,2404,-2308,-1792,-1652,-1812,-3140,-1556
37,0,-4320,-3020,2768,-2136,-2136,2076,-368,-3636,-1292,-1936,-3620
37,1,-4144,-3636,2636,-2708,-2424,1260,-608,-3572,-1784,-2536,-3952
37,2,-3472,-4088,2352,-2384,-2092,1744,-320,-3816,-1860,-2604,-3620
37,3,-2308,-3780,992,-1896,-1664,1548,124,-3164,-1316,-1840,-2496
38,0,-1016,-2208,660,-1960,-2244,-260,1356,-2656,-1064,-2336,-1096
38,1,-2276,-3988,1720,-2776,-2804,680,1196,-3968,-1924,-3620,-2716
38,2,-772,-1832,724,-1772,-2080,-332,1116,-2176,-1484,-1940,-1100
38,3,-1472,-2548,760,-2368,-2792,-296,1752,-2648,-1020,-1944,-884
39,0,-304,-1920,-1572,-1016,-1316,-1056,-140,-3868,-1712,1116,1004
39,1,-812,-4680,-4660,-964,-1216,396,-236,-508,956,616,832
39,2,-1148,-4636,-4520,-980,-1468,1220,-308,-388,1240,104,308
39,3,256,-2832,-3564,180,-212,408,-648,-1360,824,-372,820
40,0,-2440,8968,-9568,916,7464,-8464,-1128,-6172,-3452,-924,1456
40,1,-2156,8208,-8528,568,5804,-7416,-460,-6148,-4196,-3068,608
40,2,-1244,7800,-7104,256,5784,-8076,-540,-6664,-3980,-1648,1232
40,3,-376,7296,-7372,1116,5200,-6104,296,-4964,-3952,-4304,-340
41,0,64,-2320,-2972,1036,484,-1096,-1256,-1988,124,-588,1096
41,1,-476,-1464,-4184,1916,868,-2668,-1424,-2716,-604,-1008,1008
41,2,-1268,-608,-3960,2084,1184,-3600,-2652,-3388,-960,-1208,800
41,3,-1128,-2300,-8120,3464,1796,-4440,-3868,-4464,32,-176,1508
42,0,-5756,-7660,-2924,-2648,-2792,4036,248,-6168,-636,196,20
42,1,-4552,-7460,-4624,-3416,-2936,3896,408,-7024,-1412,-196,520
42,2,-5524,-8500,-6128,-3640,-3672,4952,112,-7308,-1360,788,2244
42,3,-8232,-9724,-4724,-3800,-3476,5384,-1400,-7728,-1076,1376,424
43,0,1580,-3300,-3404,-2372,-3672,-688,840,3124,1780,-1692,1076
43,1,2096,-3796,-3332,-3376,-5108,-868,1028,3412,2188,-2284,1180
43,2,2244,-3824,-4224,-3608,-5452,-952,788,3584,2348,-2064,1284
43,3,1628,-4348,-4104,-2712,-3440,-524,444,2992,2348,-1760,1088
44,0,-3140,-6272,-6976,-40,-676,-1244,-2432,-4140,208,4668,1852
44,1,-2228,-3116,-2936,-640,-1168,900,828,-3444,-440,2108,1128
44,2,-1988,-3120,-3464,-500,-612,-560,-764,-3340,396,1892,996
44,3,-2060,-4616,-4264,-852,-716,-600,-1208,-4188,32,1488,1044
45,0,3264,-5428,-6164,-1036,-2840,-296,-1544,3152,2680,872,1584
45,1,3864,-4808,-5756,-1548,-3280,-476,-2352,2272,2016,444,1148
45,2,3604,-4948,-6392,-1200,-3032,-620,-1924,2948,2580,1064,1500
45,3,3108,-5080,-6236,-1100,-2300,-864,-1540,2656,2664,584,1512
46,0,-1892,8544,-9656,24,6760,-8052,-1344,-5928,-4148,-2272,408
46,1,-1748,8928,-9144,-36,7380,-8568,-1588,-6944,-4616,-2188,772
46,2,-896,8720,-8584,16,7396,-8696,-2104,-7368,-5848,-3572,-20
46,3,-1416,8856,-9268,280,6984,-8352,-1940,-6784,-5584,-3940,-280
47,0,-3536,524,-2040,-2808,-2664,-2776,-1604,-10132,-4156,3480,2680
47,1,-3344,-152,-1372,-2432,-2840,-2396,-1832,-8892,-3328,3288,2188
47,2,-3212,-796,-1772,-2288,-2368,-2528,-2044,-8688,-3088,3308,2404
47,3,-3380,-1996,-3204,-1564,-1088,-1672,-1912,-8372,-1840,2872,3484
48,0,-1312,-2220,-7344,3172,1952,-3640,-3360,-3340,36,-1084,1308
48,1,-1376,-1180,-6748,3064,1916,-3528,-3052,-3000,-652,-1784,1284
48,2,-1532,-2908,-7944,3192,1556,-3944,-3644,-3912,428,-776,1972
48,3,-908,-600,-5844,2028,1256,-3112,-1816,-2576,576,-496,1184
49,0,-6208,-7260,-3140,-2336,-2324,3696,-1004,-6052,-1180,-16,-28
49,1,-7172,-8216,-3296,-4460,-4888,5740,688,-9316,-2252,-884,412
49,2,-8340,-8020,-1524,-4176,-3972,5296,-1176,-7500,-2616,-272,-1488
49,3,-6080,-6840,-2128,-3116,-2992,3704,-836,-5224,-1392,-388,-1460
50,0,776,-2076,-2100,-476,-1088,292,8,1016,444,-516,204
50,1,432,-2916,-1864,-16,-368,680,216,1040,892,-616,352
50,2,-348,-2168,-888,568,-12,668,380,580,552,-140,348
50,3,32,-3456,-1968,612,-196,900,380,904,948,-508,508
51,0,-1900,-2724,-2256,-588,-856,80,-224,-3268,-552,2376,1132
51,1,-1524,-3140,-2660,-152,-636,64,-836,-2212,272,808,980
51,2,-1580,-2848,-4168,308,-100,-392,-1644,-2568,480,1088,1536
51,3,-1972,-2468,-2800,-424,-860,-4,-576,-3272,-368,1996,1036
52,0,692,5528,-3736,932,5836,-5560,156,-2404,-880,1028,1080
52,1,1164,5024,-3732,624,5496,-5420,148,-2348,-1368,744,640
52,2,1328,4112,-2984,184,4756,-5108,40,-2072,-1352,-48,412
52,3,1424,4344,-3124,156,4956,-5108,64,-2292,-1792,-340,60
53,0,-3356,-2096,2260,-1168,-1540,2084,516,-2580,-344,-188,-2144
53,1,-4596,-3992,2168,-2392,-2500,2532,972,-4500,-852,-780,-3016
53,2,-4180,-4148,1080,-1960,-2196,2440,1360,-4424,-608,-156,-2032
53,3,-5392,-4720,1616,-2876,-3140,2760,1552,-5516,-1144,-116,-3332
54,0,-532,144,-3520,1252,2512,-1880,-1092,-312,508,-348,1436
54,1,-720,-2392,-3812,1108,2044,-1552,-1436,420,1156,-984,1588
54,2,-456,-956,-3708,1200,2188,-1640,-1164,264,708,-796,1468
54,3,-952,-1128,-3276,700,2280,-1304,-1036,176,988,-176,1348
55,0,-588,-2692,-1840,-232,-744,1152,540,-1140,820,-68,660
55,1,-1612,-2968,-856,-536,-652,1384,588,-1048,612,24,-224
55,2,-968,-1888,-864,-300,-480,936,284,-528,584,216,96
55,3,-1480,-2588,-792,-328,-944,1568,984,-1100,764,244,328
56,0,-808,-1904,-1044,-252,-564,864,816,-344,600,216,400
56,1,-1384,-1040,-416,-532,-816,948,1184,-440,240,776,40
56,2,-1304,-1376,-496,-580,-912,1036,1408,-640,452,512,184
56,3,-1512,-1436,-256,-632,-1076,1160,1392,-804,380,572,8
57,0,-668,-3524,-1576,-288,-360,-372,-904,1144,188,28,376
57,1,-380,-2384,-1180,-260,-360,-512,-688,968,28,-12,304
57,2,-216,-2480,-1464,-524,-356,-444,-560,964,200,0,136
57,3,-100,-2892,-2024,-396,-288,-340,-652,1152,524,-140,244
58,0,432,-2816,-2596,392,644,264,-664,912,1260,-524,536
58,1,740,-3000,-2652,148,400,220,-244,1212,1516,-900,404
58,2,1060,-3680,-3108,196,164,348,16,1488,1880,-1320,384
58,3,1096,-4460,-3552,268,300,444,-256,1560,2052,-1436,556
59,0,3024,-5056,-5020,-852,-2012,76,-1300,1596,2016,-892,780
59,1,3844,-5944,-6448,-668,-2256,-16,-1412,1480,2604,84,1348
59,2,4764,-6672,-6440,-2112,-4116,-4,-1804,3516,2480,-196,1416
59,3,4420,-6340,-6180,-1416,-3528,44,-1824,2012,2404,-384,1092
60,0,-408,7760,-5736,44,5760,-8696,-1620,-8192,-5816,-1568,1100
60,1,264,9260,-7256,372,7832,-9432,-292,-7800,-6812,-4080,224
60,2,416,7160,-5352,516,6476,-7476,-700,-5936,-5188,-3328,-492
60,3,208,8524,-6808,652,7988,-8464,-1168,-7076,-6400,-4772,-916
61,0,-1952,428,-3948,-608,2372,-4000,-2556,-5628,-712,968,2176
61,1,-5552,-2504,52,280,-964,1160,-1064,-3784,-2164,-1724,-748
61,2,-5760,-3692,-3348,-1088,560,260,-1748,-6316,-412,976,2208
61,3,-1744,3204,-4748,-2088,3020,-4812,-3032,-7380,-2048,1324,2636
62,0,-7176,-5436,3800,-2796,-4292,2504,516,-7900,-3112,-1296,-3168
62,1,-9652,-7256,4984,-4304,-5160,3496,204,-9144,-3456,-2988,-6176
62,2,-8728,-7932,3632,-4028,-4884,3380,980,-8292,-3028,-2588,-4976
62,3,-7744,-7172,2972,-3696,-4644,3112,1684,-8224,-2752,-2156,-3808
63,0,-1184,-2148,-3308,2008,668,-2340,-2064,-1828,-376,-716,1112
63,1,-2716,-2204,-6016,2856,1828,-3828,-2940,-3524,-856,-1700,2144
63,2,-1976,-3996,-7824,3348,1380,-3244,-3356,-2808,948,-1152,1632
63,3,-1452,-4328,-6528,2940,992,-2340,-2532,-736,668,-1408,1604
64,0,-2280,-2332,-6996,1868,2448,-3468,-3784,-2560,1316,20,1620
64,1,-1640,-2300,-6520,1984,2172,-3740,-3540,-2672,1124,0,1564
64,2,-2568,-1308,-6216,1432,3340,-4340,-3536,-2740,1116,292,2224
64,3,-2716,24,-8760,2528,4632,-5136,-3900,-4288,796,252,2108
65,0,-4772,-5092,-1612,-1708,-1552,2704,-1436,-5356,-1000,-988,-424
65,1,-4984,-6908,-3244,-3104,-2376,3684,-2312,-5860,-1688,-716,1004
65,2,-5864,-6568,-2160,-3336,-2768,3868,-1424,-6784,-1452,568,1512
65,3,-5896,-5992,-3196,-2728,-2448,3672,-768,-7076,-1296,1084,1096
66,0,-4568,-6648,-4276,-1856,-2116,2980,2016,-5748,-44,2084,2144
66,1,-2192,-4640,-1216,-1940,-2388,768,2088,-4804,-1232,-176,1756
66,2,-1660,-4840,-320,-1540,-2864,1644,2984,-3920,-1496,-1028,168
66,3,-3096,-5000,-744,-2588,-3308,2152,3320,-6092,-1908,360,1100
67,0,1656,-5940,-5584,836,1212,880,-624,3164,3036,-596,1692
67,1,1704,-6136,-5396,888,536,988,-392,2824,2820,-568,1404
67,2,1840,-6940,-5980,928,604,1272,-304,3468,3304,-544,1756
67,3,1708,-6364,-5540,968,820,1124,-556,2992,2980,-624,1472
68,0,-1164,-2524,-2176,76,-104,76,-960,-828,492,704,796
68,1,-3116,-3820,-3908,-792,-984,352,-1668,-3264,24,1452,1444
68,2,-2132,-3404,-4336,84,352,-520,-1956,-2052,424,596,1600
68,3,-3740,-6004,-5364,-1020,-316,240,-2500,-3592,332,2508,2272
69,0,4288,-4940,-4936,-836,-2396,-212,-2116,2600,1708,1028,1192
69,1,4724,-5348,-4864,-1244,-3424,-304,-2200,2972,1624,948,956
69,2,4540,-4732,-4252,-1272,-3428,-560,-2000,2876,1416,1100,928
69,3,4068,-4180,-4476,-976,-2728,-464,-2160,2368,1344,1260,816
70,0,-1552,140,-3744,-696,708,-3492,-3196,-5628,-880,-20,2284
70,1,-576,112,-2180,624,944,-2580,-1964,-2428,-328,768,544
70,2,-1392,3272,-2344,-832,1656,-4832,-1544,-6484,-2528,300,1324
70,3,-852,-348,-448,-484,-1064,-872,-316,-4432,-1940,1052,1488
71,0,-1052,-1872,-3844,1180,984,-936,-1024,-1776,636,-620,1656
71,1,-3376,-2756,-6584,3076,2264,-3116,-3256,-2724,-232,-3272,2696
71,2,-916,-788,-2108,336,460,-1060,-744,-1868,-560,-1652,684
71,3,-2920,-3412,-7224,3408,1888,-3700,-3932,-3388,-240,-2736,2204
72,0,-4160,-5980,-4964,-1008,148,152,-3100,-1876,520,4008,1980
72,1,-3048,-3208,-2760,-1180,-1396,1584,-48,-2916,68,2248,768
72,2,-2580,-2408,-1340,-1248,-988,512,-216,-2360,-52,1760,172
72,3,-2680,-2632,-1932,-1416,-792,732,-392,-1960,-44,2096,104
73,0,-872,-4312,-1164,-1392,-2372,-164,684,-3528,-1984,-3496,-1188
73,1,-3016,-5272,1396,-2728,-3380,-32,704,-4672,-2816,-5256,-2352
73,2,-4468,-6472,1516,-3000,-3540,760,748,-5728,-3508,-5220,-3996
73,3,-3932,-5924,2072,-2856,-3784,-76,948,-5088,-3272,-5624,-2552
74,0,584,-924,-2476,1056,824,-496,-16,-796,-484,-920,540
74,1,576,-1492,-3032,1012,904,-1056,-592,-1468,-704,-1240,512
74,2,316,-1420,-2056,860,352,-792,-588,-1016,-472,-1080,528
74,3,232,-1460,-2636,1064,664,-988,-776,-428,-208,-1120,532
75,0,-1040,-4032,-1200,-1056,-264,-648,-2004,1188,-504,-912,-792
75,1,-1812,-6284,-1728,-1888,-808,-1212,-2916,1904,-1192,-1060,-1080
75,2,-788,-6540,-2664,-2080,-340,-1500,-3028,2584,-820,-1636,-468
75,3,-700,-6336,-2568,-1628,-304,-1396,-2648,2728,-752,-1544,-112
76,0,728,-5360,-4632,-620,-672,-444,-392,2160,2468,-24,1036
76,1,1452,-6568,-5656,-1380,-2240,-420,-96,3308,3252,-56,1464
76,2,1304,-7284,-6280,-1228,-1688,-540,-568,2820,3260,-64,1324
76,3,1888,-7364,-6444,-1244,-2116,-464,-600,3468,3420,148,1340
77,0,908,-6264,-6380,76,-2628,-4516,-3984,784,-436,3780,-100
77,1,344,-6412,-6596,592,-1952,-3664,-3432,-1948,-700,3612,548
77,2,840,-8172,-7620,296,-3268,-8940,-7336,-2808,-2480,5472,-1204
77,3,-116,-6124,-6304,196,-2012,-5308,-4796,-2368,-1204,4016,-472
78,0,-1084,-3768,-1436,-1020,-2132,-584,16,-2420,-1940,-3096,-616
78,1,-2940,-4796,1064,-2264,-3380,-904,-128,-3692,-2416,-5552,-1252
78,2,-3140,-5384,1164,-2656,-3532,-1076,84,-3848,-3252,-5964,-1692
78,3,-2860,-4584,1140,-2352,-3372,-1400,-152,-3204,-2952,-5952,-1024
79,0,-1232,-4216,-1952,-1336,-2264,1028,2652,-4992,-1048,-792,-12
79,1,-1668,-4572,-460,-2020,-2432,1436,2360,-4988,-1392,-1284,-804
79,2,-2144,-5788,320,-2532,-3508,1612,3092,-6372,-1640,-2436,-1252
79,3,-1296,-5052,-92,-2140,-3000,884,2372,-5564,-1396,-2840,-832
80,0,804,-3580,-4664,-1308,-1536,-1244,-4,1344,2764,-136,1224
80,1,1428,-5856,-5228,-1244,-1900,-556,-408,2656,2764,364,1336
80,2,1932,-6876,-6280,-1424,-2276,-448,-464,4020,3316,452,1788
80,3,1348,-5932,-6556,-288,-520,-504,-536,2708,2812,740,1736
81,0,1860,-2548,-2464,-1092,-1384,-84,-600,1136,412,-48,60
81,1,2000,-3676,-3360,-1188,-1600,-220,-892,1144,1060,-132,188
81,2,1864,-4720,-4352,-1364,-1884,-652,-1308,1092,1476,80,200
81,3,2448,-4128,-4080,-1572,-2216,-356,-1240,1940,1288,316,264
82,0,-540,6416,-5408,164,1404,-5244,8,-4620,-5916,-5800,1832
82,1,-1364,7632,-6112,-452,576,-6176,380,-5484,-5884,-7744,2384
82,2,-1400,7008,-6276,-96,1160,-5964,12,-5296,-5724,-6676,2668
82,3,-1508,7008,-6052,-804,160,-5872,416,-4708,-5328,-7276,2900
83,0,-440,-2840,-720,-1256,-1784,-852,512,-2624,-2084,-3772,-464
83,1,-644,-3860,-880,-1392,-1860,-188,520,-3196,-1876,-3028,-1028
83,2,-1280,-4024,-148,-1536,-2240,-284,532,-3152,-1744,-3308,-980
83,3,-2000,-4552,568,-2000,-2784,-444,500,-3340,-1696,-4108,-1208
84,0,-444,-1760,-2864,1160,668,-1248,-1176,-504,-644,-1696,1044
84,1,288,-2356,-3540,764,936,-932,-1148,-88,-264,-1464,852
84,2,772,-1296,-2360,732,900,-852,-996,-144,-884,-2132,324
84,3,228,-1416,-2672,1200,916,-1104,-736,-496,-736,-1440,856
85,0,-296,-960,-3136,852,1808,-1804,-1332,-836,-1040,-2504,488
85,1,236,-908,-2920,388,1660,-1468,-1208,-780,-1532,-3284,-408
85,2,-152,-1104,-2616,504,1472,-1452,-1184,-496,-1556,-3112,-296
