task,seed,variant,sample_id,canary_index,source_prediction,emulator_prediction,hardware_prediction,evaluation_label
shd,5772,original,shd-test-00019,4,13,5,5,13
shd,5772,reset_repaired,shd-test-00019,4,13,13,13,13
shd,8119,original,shd-test-00019,4,13,13,13,13
shd,8119,reset_repaired,shd-test-00019,4,13,13,13,13
shd,1701,original,shd-test-00025,5,13,13,13,9
shd,1701,reset_repaired,shd-test-00025,5,13,13,13,9
shd,2718,original,shd-test-00025,5,13,13,13,9
shd,2718,reset_repaired,shd-test-00025,5,13,13,13,9
shd,3141,original,shd-test-00025,5,13,13,13,9
shd,3141,reset_repaired,shd-test-00025,5,13,13,13,9
shd,5772,original,shd-test-00025,5,13,13,13,9
shd,5772,reset_repaired,shd-test-00025,5,13,13,13,9
shd,8119,original,shd-test-00025,5,13,13,13,9
shd,8119,reset_repaired,shd-test-00025,5,13,13,13,9
shd,1701,original,shd-test-00026,6,0,14,14,0
shd,1701,reset_repaired,shd-test-00026,6,0,0,0,0
shd,2718,original,shd-test-00026,6,10,10,14,0
shd,2718,reset_repaired,shd-test-00026,6,10,0,0,0
shd,3141,original,shd-test-00026,6,0,14,14,0
shd,3141,reset_repaired,shd-test-00026,6,0,0,0,0
shd,5772,original,shd-test-00026,6,10,14,14,0
shd,5772,reset_repaired,shd-test-00026,6,10,0,0,0
shd,8119,original,shd-test-00026,6,0,14,14,0
shd,8119,reset_repaired,shd-test-00026,6,0,0,0,0
shd,1701,original,shd-test-00030,7,6,6,6,6
shd,1701,reset_repaired,shd-test-00030,7,6,6,6,6
shd,2718,original,shd-test-00030,7,6,6,6,6
shd,2718,reset_repaired,shd-test-00030,7,6,6,6,6
shd,3141,original,shd-test-00030,7,6,6,6,6
shd,3141,reset_repaired,shd-test-00030,7,6,6,6,6
shd,5772,original,shd-test-00030,7,6,6,6,6
shd,5772,reset_repaired,shd-test-00030,7,6,6,6,6
shd,8119,original,shd-test-00030,7,6,6,6,6
shd,8119,reset_repaired,shd-test-00030,7,6,6,6,6
shd,1701,original,shd-test-00035,8,8,8,8,8
shd,1701,reset_repaired,shd-test-00035,8,8,8,8,8
shd,2718,original,shd-test-00035,8,8,8,8,8
shd,2718,reset_repaired,shd-test-00035,8,8,8,8,8
shd,3141,original,shd-test-00035,8,8,8,8,8
shd,3141,reset_repaired,shd-test-00035,8,8,8,8,8
shd,5772,original,shd-test-00035,8,8,8,8,8
shd,5772,reset_repaired,shd-test-00035,8,8,8,8,8
shd,8119,original,shd-test-00035,8,8,8,8,8
shd,8119,reset_repaired,shd-test-00035,8,8,8,8,8
shd,1701,original,shd-test-00037,9,10,10,3,10
shd,1701,reset_repaired,shd-test-00037,9,10,10,10,10
shd,2718,original,shd-test-00037,9,10,10,10,10
shd,2718,reset_repaired,shd-test-00037,9,10,10,10,10
shd,3141,original,shd-test-00037,9,10,14,10,10
shd,3141,reset_repaired,shd-test-00037,9,10,10,10,10
shd,5772,original,shd-test-00037,9,10,14,14,10
shd,5772,reset_repaired,shd-test-00037,9,10,14,14,10
shd,8119,original,shd-test-00037,9,10,14,14,10
shd,8119,reset_repaired,shd-test-00037,9,10,14,0,10
shd,1701,original,shd-test-00041,10,8,8,8,8
shd,1701,reset_repaired,shd-test-00041,10,8,8,8,8
shd,2718,original,shd-test-00041,10,8,8,8,8
shd,2718,reset_repaired,shd-test-00041,10,8,8,8,8
shd,3141,original,shd-test-00041,10,8,8,8,8
shd,3141,reset_repaired,shd-test-00041,10,8,8,8,8
shd,5772,original,shd-test-00041,10,8,8,8,8
shd,5772,reset_repaired,shd-test-00041,10,8,8,8,8
shd,8119,original,shd-test-00041,10,8,8,8,8
shd,8119,reset_repaired,shd-test-00041,10,8,8,8,8
shd,1701,original,shd-test-00042,11,16,6,16,6
shd,1701,reset_repaired,shd-test-00042,11,16,16,6,6
shd,2718,original,shd-test-00042,11,6,6,6,6
shd,2718,reset_repaired,shd-test-00042,11,6,6,6,6
shd,3141,original,shd-test-00042,11,6,6,6,6
shd,3141,reset_repaired,shd-test-00042,11,6,6,6,6
shd,5772,original,shd-test-00042,11,6,6,6,6
shd,5772,reset_repaired,shd-test-00042,11,6,6,6,6
shd,8119,original,shd-test-00042,11,6,6,6,6
shd,8119,reset_repaired,shd-test-00042,11,6,6,6,6
shd,1701,original,shd-test-00044,12,11,8,8,11
shd,1701,reset_repaired,shd-test-00044,12,11,11,11,11
shd,2718,original,shd-test-00044,12,11,18,18,11
shd,2718,reset_repaired,shd-test-00044,12,11,11,11,11
shd,3141,original,shd-test-00044,12,11,18,18,11
shd,3141,reset_repaired,shd-test-00044,12,11,11,11,11
shd,5772,original,shd-test-00044,12,11,8,8,11
shd,5772,reset_repaired,shd-test-00044,12,11,18,11,11
shd,8119,original,shd-test-00044,12,11,18,18,11
shd,8119,reset_repaired,shd-test-00044,12,11,11,11,11
shd,1701,original,shd-test-00045,13,8,8,8,8
shd,1701,reset_repaired,shd-test-00045,13,8,8,8,8
shd,2718,original,shd-test-00045,13,8,8,8,8
shd,2718,reset_repaired,shd-test-00045,13,8,8,8,8
shd,3141,original,shd-test-00045,13,8,8,8,8
shd,3141,reset_repaired,shd-test-00045,13,8,8,8,8
shd,5772,original,shd-test-00045,13,8,8,8,8
shd,5772,reset_repaired,shd-test-00045,13,8,8,8,8
shd,8119,original,shd-test-00045,13,8,8,8,8
shd,8119,reset_repaired,shd-test-00045,13,8,8,8,8
shd,1701,original,shd-test-00047,14,17,17,17,17
shd,1701,reset_repaired,shd-test-00047,14,17,17,17,17
shd,2718,original,shd-test-00047,14,17,17,17,17
shd,2718,reset_repaired,shd-test-00047,14,17,17,17,17
shd,3141,original,shd-test-00047,14,17,17,17,17
shd,3141,reset_repaired,shd-test-00047,14,17,17,17,17
shd,5772,original,shd-test-00047,14,17,17,17,17
shd,5772,reset_repaired,shd-test-00047,14,17,17,17,17
shd,8119,original,shd-test-00047,14,17,17,17,17
shd,8119,reset_repaired,shd-test-00047,14,17,17,17,17
shd,1701,original,shd-test-00048,15,13,5,13,5
shd,1701,reset_repaired,shd-test-00048,15,13,13,13,5
shd,2718,original,shd-test-00048,15,5,5,5,5
shd,2718,reset_repaired,shd-test-00048,15,5,5,5,5
shd,3141,original,shd-test-00048,15,5,5,5,5
shd,3141,reset_repaired,shd-test-00048,15,5,5,5,5
shd,5772,original,shd-test-00048,15,9,5,19,5
shd,5772,reset_repaired,shd-test-00048,15,9,5,9,5
shd,8119,original,shd-test-00048,15,5,12,12,5
shd,8119,reset_repaired,shd-test-00048,15,5,5,5,5
shd,1701,original,shd-test-00049,16,7,7,16,7
shd,1701,reset_repaired,shd-test-00049,16,7,7,7,7
shd,2718,original,shd-test-00049,16,7,7,7,7
shd,2718,reset_repaired,shd-test-00049,16,7,7,7,7
shd,3141,original,shd-test-00049,16,7,7,7,7
shd,3141,reset_repaired,shd-test-00049,16,7,7,7,7
shd,5772,original,shd-test-00049,16,7,7,7,7
shd,5772,reset_repaired,shd-test-00049,16,7,7,7,7
shd,8119,original,shd-test-00049,16,7,7,7,7
shd,8119,reset_repaired,shd-test-00049,16,7,7,7,7
shd,1701,original,shd-test-00050,17,13,16,13,13
shd,1701,reset_repaired,shd-test-00050,17,13,13,13,13
shd,2718,original,shd-test-00050,17,13,13,13,13
shd,2718,reset_repaired,shd-test-00050,17,13,13,13,13
shd,3141,original,shd-test-00050,17,13,13,13,13
shd,3141,reset_repaired,shd-test-00050,17,13,13,13,13
shd,5772,original,shd-test-00050,17,13,16,13,13
shd,5772,reset_repaired,shd-test-00050,17,13,13,13,13
shd,8119,original,shd-test-00050,17,13,13,13,13
shd,8119,reset_repaired,shd-test-00050,17,13,13,13,13
shd,1701,original,shd-test-00051,18,11,11,11,11
shd,1701,reset_repaired,shd-test-00051,18,11,11,11,11
shd,2718,original,shd-test-00051,18,11,11,11,11
shd,2718,reset_repaired,shd-test-00051,18,11,11,11,11
shd,3141,original,shd-test-00051,18,11,11,11,11
shd,3141,reset_repaired,shd-test-00051,18,11,11,11,11
shd,5772,original,shd-test-00051,18,11,11,11,11
shd,5772,reset_repaired,shd-test-00051,18,11,11,11,11
shd,8119,original,shd-test-00051,18,11,11,11,11
shd,8119,reset_repaired,shd-test-00051,18,11,11,11,11
shd,1701,original,shd-test-00054,19,8,8,8,11
shd,1701,reset_repaired,shd-test-00054,19,8,8,11,11
shd,2718,original,shd-test-00054,19,8,8,8,11
shd,2718,reset_repaired,shd-test-00054,19,8,8,8,11
shd,3141,original,shd-test-00054,19,8,8,18,11
shd,3141,reset_repaired,shd-test-00054,19,8,18,18,11
shd,5772,original,shd-test-00054,19,8,8,8,11
shd,5772,reset_repaired,shd-test-00054,19,8,18,8,11
shd,8119,original,shd-test-00054,19,8,8,8,11
shd,8119,reset_repaired,shd-test-00054,19,8,8,8,11
shd,1701,original,shd-test-00055,20,6,6,6,6
shd,1701,reset_repaired,shd-test-00055,20,6,6,6,6
shd,2718,original,shd-test-00055,20,6,6,6,6
shd,2718,reset_repaired,shd-test-00055,20,6,6,6,6
shd,3141,original,shd-test-00055,20,6,6,6,6
shd,3141,reset_repaired,shd-test-00055,20,6,6,6,6
shd,5772,original,shd-test-00055,20,6,6,6,6
shd,5772,reset_repaired,shd-test-00055,20,6,6,6,6
shd,8119,original,shd-test-00055,20,6,6,6,6
shd,8119,reset_repaired,shd-test-00055,20,6,6,6,6
shd,1701,original,shd-test-00058,21,14,14,14,14
shd,1701,reset_repaired,shd-test-00058,21,14,14,14,14
shd,2718,original,shd-test-00058,21,14,16,16,14
shd,2718,reset_repaired,shd-test-00058,21,14,16,14,14
shd,3141,original,shd-test-00058,21,14,14,14,14
shd,3141,reset_repaired,shd-test-00058,21,14,14,14,14
shd,5772,original,shd-test-00058,21,14,14,14,14
shd,5772,reset_repaired,shd-test-00058,21,14,14,14,14
shd,8119,original,shd-test-00058,21,14,14,14,14
shd,8119,reset_repaired,shd-test-00058,21,14,14,14,14
shd,1701,original,shd-test-00059,22,0,17,17,0
shd,1701,reset_repaired,shd-test-00059,22,0,0,0,0
shd,2718,original,shd-test-00059,22,0,17,17,0
shd,2718,reset_repaired,shd-test-00059,22,0,0,0,0
shd,3141,original,shd-test-00059,22,17,14,17,0
shd,3141,reset_repaired,shd-test-00059,22,17,17,0,0
shd,5772,original,shd-test-00059,22,17,14,17,0
shd,5772,reset_repaired,shd-test-00059,22,17,0,0,0
shd,8119,original,shd-test-00059,22,0,0,0,0
shd,8119,reset_repaired,shd-test-00059,22,0,0,0,0
shd,1701,original,shd-test-00061,23,18,18,18,18
shd,1701,reset_repaired,shd-test-00061,23,18,18,18,18
shd,2718,original,shd-test-00061,23,18,18,18,18
shd,2718,reset_repaired,shd-test-00061,23,18,18,18,18
shd,3141,original,shd-test-00061,23,18,18,18,18
shd,3141,reset_repaired,shd-test-00061,23,18,18,18,18
shd,5772,original,shd-test-00061,23,18,18,18,18
shd,5772,reset_repaired,shd-test-00061,23,18,18,18,18
shd,8119,original,shd-test-00061,23,18,18,18,18
shd,8119,reset_repaired,shd-test-00061,23,18,18,18,18
shd,1701,original,shd-test-00063,24,13,13,13,13
shd,1701,reset_repaired,shd-test-00063,24,13,13,13,13
shd,2718,original,shd-test-00063,24,13,13,13,13
shd,2718,reset_repaired,shd-test-00063,24,13,13,13,13
shd,3141,original,shd-test-00063,24,13,7,15,13
shd,3141,reset_repaired,shd-test-00063,24,13,13,13,13
shd,5772,original,shd-test-00063,24,13,5,5,13
shd,5772,reset_repaired,shd-test-00063,24,13,13,13,13
shd,8119,original,shd-test-00063,24,13,13,13,13
shd,8119,reset_repaired,shd-test-00063,24,13,13,13,13
shd,1701,original,shd-test-00065,25,18,18,18,18
shd,1701,reset_repaired,shd-test-00065,25,18,18,18,18
shd,2718,original,shd-test-00065,25,18,18,18,18
shd,2718,reset_repaired,shd-test-00065,25,18,18,18,18
shd,3141,original,shd-test-00065,25,18,18,18,18
shd,3141,reset_repaired,shd-test-00065,25,18,18,18,18
shd,5772,original,shd-test-00065,25,18,18,18,18
shd,5772,reset_repaired,shd-test-00065,25,18,18,18,18
shd,8119,original,shd-test-00065,25,18,18,18,18
shd,8119,reset_repaired,shd-test-00065,25,18,18,18,18
shd,1701,original,shd-test-00066,26,13,13,13,13
shd,1701,reset_repaired,shd-test-00066,26,13,13,13,13
shd,2718,original,shd-test-00066,26,13,13,13,13
shd,2718,reset_repaired,shd-test-00066,26,13,13,13,13
shd,3141,original,shd-test-00066,26,13,13,13,13
shd,3141,reset_repaired,shd-test-00066,26,13,13,13,13
shd,5772,original,shd-test-00066,26,13,13,13,13
shd,5772,reset_repaired,shd-test-00066,26,13,13,13,13
shd,8119,original,shd-test-00066,26,13,13,13,13
shd,8119,reset_repaired,shd-test-00066,26,13,13,13,13
shd,1701,original,shd-test-00067,27,5,5,5,5
shd,1701,reset_repaired,shd-test-00067,27,5,5,5,5
shd,2718,original,shd-test-00067,27,5,5,5,5
shd,2718,reset_repaired,shd-test-00067,27,5,5,5,5
shd,3141,original,shd-test-00067,27,5,5,5,5
shd,3141,reset_repaired,shd-test-00067,27,5,5,5,5
shd,5772,original,shd-test-00067,27,5,5,5,5
shd,5772,reset_repaired,shd-test-00067,27,5,5,5,5
shd,8119,original,shd-test-00067,27,5,5,5,5
shd,8119,reset_repaired,shd-test-00067,27,5,5,5,5
shd,1701,original,shd-test-00071,28,13,13,5,13
shd,1701,reset_repaired,shd-test-00071,28,13,13,13,13
shd,2718,original,shd-test-00071,28,13,13,13,13
shd,2718,reset_repaired,shd-test-00071,28,13,13,13,13
shd,3141,original,shd-test-00071,28,13,5,13,13
shd,3141,reset_repaired,shd-test-00071,28,13,13,13,13
shd,5772,original,shd-test-00071,28,13,13,13,13
shd,5772,reset_repaired,shd-test-00071,28,13,13,13,13
shd,8119,original,shd-test-00071,28,13,13,13,13
shd,8119,reset_repaired,shd-test-00071,28,13,13,13,13
shd,1701,original,shd-test-00074,29,0,10,10,10
shd,1701,reset_repaired,shd-test-00074,29,0,0,0,10
shd,2718,original,shd-test-00074,29,0,10,10,10
shd,2718,reset_repaired,shd-test-00074,29,0,0,0,10
shd,3141,original,shd-test-00074,29,0,0,0,10
shd,3141,reset_repaired,shd-test-00074,29,0,0,0,10
shd,5772,original,shd-test-00074,29,0,19,19,10
shd,5772,reset_repaired,shd-test-00074,29,0,10,0,10
shd,8119,original,shd-test-00074,29,0,0,0,10
shd,8119,reset_repaired,shd-test-00074,29,0,0,0,10
shd,1701,original,shd-test-00076,30,4,4,4,4
shd,1701,reset_repaired,shd-test-00076,30,4,4,4,4
shd,2718,original,shd-test-00076,30,4,4,4,4
shd,2718,reset_repaired,shd-test-00076,30,4,4,4,4
shd,3141,original,shd-test-00076,30,4,4,4,4
shd,3141,reset_repaired,shd-test-00076,30,4,4,4,4
shd,5772,original,shd-test-00076,30,4,4,4,4
shd,5772,reset_repaired,shd-test-00076,30,4,4,4,4
shd,8119,original,shd-test-00076,30,4,4,4,4
shd,8119,reset_repaired,shd-test-00076,30,4,4,4,4
shd,1701,original,shd-test-00084,31,7,7,7,7
shd,1701,reset_repaired,shd-test-00084,31,7,7,7,7
shd,2718,original,shd-test-00084,31,7,7,7,7
shd,2718,reset_repaired,shd-test-00084,31,7,7,7,7
shd,3141,original,shd-test-00084,31,7,7,7,7
shd,3141,reset_repaired,shd-test-00084,31,7,7,7,7
shd,5772,original,shd-test-00084,31,7,7,7,7
shd,5772,reset_repaired,shd-test-00084,31,7,7,7,7
shd,8119,original,shd-test-00084,31,7,7,7,7
shd,8119,reset_repaired,shd-test-00084,31,7,7,7,7
shd,1701,original,shd-test-00088,32,15,15,15,15
shd,1701,reset_repaired,shd-test-00088,32,15,15,15,15
shd,2718,original,shd-test-00088,32,15,15,15,15
shd,2718,reset_repaired,shd-test-00088,32,15,4,4,15
shd,3141,original,shd-test-00088,32,15,15,15,15
shd,3141,reset_repaired,shd-test-00088,32,15,15,15,15
shd,5772,original,shd-test-00088,32,15,15,15,15
shd,5772,reset_repaired,shd-test-00088,32,15,4,4,15
shd,8119,original,shd-test-00088,32,4,15,15,15
shd,8119,reset_repaired,shd-test-00088,32,4,4,15,15
shd,1701,original,shd-test-00092,33,14,8,8,16
shd,1701,reset_repaired,shd-test-00092,33,14,14,16,16
shd,2718,original,shd-test-00092,33,14,14,14,16
shd,2718,reset_repaired,shd-test-00092,33,14,14,14,16
shd,3141,original,shd-test-00092,33,14,14,14,16
shd,3141,reset_repaired,shd-test-00092,33,14,14,14,16
shd,5772,original,shd-test-00092,33,14,14,14,16
shd,5772,reset_repaired,shd-test-00092,33,14,14,14,16
shd,8119,original,shd-test-00092,33,14,14,14,16
shd,8119,reset_repaired,shd-test-00092,33,14,14,14,16
shd,1701,original,shd-test-00093,34,8,8,8,8
shd,1701,reset_repaired,shd-test-00093,34,8,8,8,8
shd,2718,original,shd-test-00093,34,8,8,8,8
shd,2718,reset_repaired,shd-test-00093,34,8,8,8,8
shd,3141,original,shd-test-00093,34,8,8,8,8
shd,3141,reset_repaired,shd-test-00093,34,8,8,8,8
shd,5772,original,shd-test-00093,34,8,8,8,8
shd,5772,reset_repaired,shd-test-00093,34,8,8,8,8
shd,8119,original,shd-test-00093,34,8,8,8,8
shd,8119,reset_repaired,shd-test-00093,34,8,8,8,8
shd,1701,original,shd-test-00094,35,19,19,19,19
shd,1701,reset_repaired,shd-test-00094,35,19,19,19,19
shd,2718,original,shd-test-00094,35,9,9,9,19
shd,2718,reset_repaired,shd-test-00094,35,9,19,19,19
shd,3141,original,shd-test-00094,35,19,19,19,19
shd,3141,reset_repaired,shd-test-00094,35,19,19,19,19
shd,5772,original,shd-test-00094,35,19,19,19,19
shd,5772,reset_repaired,shd-test-00094,35,19,19,19,19
shd,8119,original,shd-test-00094,35,19,19,19,19
shd,8119,reset_repaired,shd-test-00094,35,19,19,19,19
shd,1701,original,shd-test-00097,36,9,9,1,1
shd,1701,reset_repaired,shd-test-00097,36,9,9,9,1
shd,2718,original,shd-test-00097,36,9,5,5,1
shd,2718,reset_repaired,shd-test-00097,36,9,1,1,1
shd,3141,original,shd-test-00097,36,9,1,1,1
shd,3141,reset_repaired,shd-test-00097,36,9,1,1,1
shd,5772,original,shd-test-00097,36,19,19,19,1
shd,5772,reset_repaired,shd-test-00097,36,19,9,19,1
shd,8119,original,shd-test-00097,36,1,1,1,1
shd,8119,reset_repaired,shd-test-00097,36,1,1,1,1
shd,1701,original,shd-test-00102,37,9,13,13,13
shd,1701,reset_repaired,shd-test-00102,37,9,13,9,13
shd,2718,original,shd-test-00102,37,13,5,5,13
shd,2718,reset_repaired,shd-test-00102,37,13,9,9,13
shd,3141,original,shd-test-00102,37,13,9,13,13
shd,3141,reset_repaired,shd-test-00102,37,13,9,9,13
shd,5772,original,shd-test-00102,37,9,19,5,13
shd,5772,reset_repaired,shd-test-00102,37,9,19,19,13
shd,8119,original,shd-test-00102,37,13,13,13,13
shd,8119,reset_repaired,shd-test-00102,37,13,13,9,13
shd,1701,original,shd-test-00105,38,12,5,5,13
shd,1701,reset_repaired,shd-test-00105,38,12,12,12,13
shd,2718,original,shd-test-00105,38,13,13,5,13
shd,2718,reset_repaired,shd-test-00105,38,13,13,13,13
shd,3141,original,shd-test-00105,38,12,7,5,13
shd,3141,reset_repaired,shd-test-00105,38,12,12,12,13
shd,5772,original,shd-test-00105,38,12,16,16,13
shd,5772,reset_repaired,shd-test-00105,38,12,12,12,13
shd,8119,original,shd-test-00105,38,13,13,13,13
shd,8119,reset_repaired,shd-test-00105,38,13,13,13,13
shd,1701,original,shd-test-00109,39,10,3,3,10
shd,1701,reset_repaired,shd-test-00109,39,10,10,10,10
shd,2718,original,shd-test-00109,39,10,10,10,10
shd,2718,reset_repaired,shd-test-00109,39,10,14,10,10
shd,3141,original,shd-test-00109,39,10,10,10,10
shd,3141,reset_repaired,shd-test-00109,39,10,10,10,10
shd,5772,original,shd-test-00109,39,10,3,3,10
shd,5772,reset_repaired,shd-test-00109,39,10,10,10,10
shd,8119,original,shd-test-00109,39,10,14,10,10
shd,8119,reset_repaired,shd-test-00109,39,10,10,10,10
shd,1701,original,shd-test-00116,40,11,11,11,11
shd,1701,reset_repaired,shd-test-00116,40,11,11,11,11
shd,2718,original,shd-test-00116,40,11,11,11,11
shd,2718,reset_repaired,shd-test-00116,40,11,11,11,11
shd,3141,original,shd-test-00116,40,11,11,11,11
shd,3141,reset_repaired,shd-test-00116,40,11,11,11,11
shd,5772,original,shd-test-00116,40,11,11,11,11
shd,5772,reset_repaired,shd-test-00116,40,11,11,11,11
shd,8119,original,shd-test-00116,40,11,11,11,11
shd,8119,reset_repaired,shd-test-00116,40,11,11,11,11
shd,1701,original,shd-test-00119,41,4,4,4,4
shd,1701,reset_repaired,shd-test-00119,41,4,4,4,4
shd,2718,original,shd-test-00119,41,4,4,4,4
shd,2718,reset_repaired,shd-test-00119,41,4,4,4,4
shd,3141,original,shd-test-00119,41,4,15,4,4
shd,3141,reset_repaired,shd-test-00119,41,4,4,4,4
shd,5772,original,shd-test-00119,41,4,19,19,4
shd,5772,reset_repaired,shd-test-00119,41,4,4,19,4
shd,8119,original,shd-test-00119,41,4,4,4,4
shd,8119,reset_repaired,shd-test-00119,41,4,4,4,4
shd,1701,original,shd-test-00120,42,19,15,15,1
shd,1701,reset_repaired,shd-test-00120,42,19,13,13,1
shd,2718,original,shd-test-00120,42,19,15,15,1
shd,2718,reset_repaired,shd-test-00120,42,19,13,19,1
shd,3141,original,shd-test-00120,42,19,15,15,1
shd,3141,reset_repaired,shd-test-00120,42,19,1,1,1
shd,5772,original,shd-test-00120,42,19,19,15,1
shd,5772,reset_repaired,shd-test-00120,42,19,19,19,1
shd,8119,original,shd-test-00120,42,1,19,19,1
shd,8119,reset_repaired,shd-test-00120,42,1,9,19,1
shd,1701,original,shd-test-00121,43,12,12,12,12
shd,1701,reset_repaired,shd-test-00121,43,12,12,12,12
shd,2718,original,shd-test-00121,43,12,16,16,12
shd,2718,reset_repaired,shd-test-00121,43,12,12,12,12
shd,3141,original,shd-test-00121,43,12,12,12,12
shd,3141,reset_repaired,shd-test-00121,43,12,12,12,12
shd,5772,original,shd-test-00121,43,12,12,12,12
shd,5772,reset_repaired,shd-test-00121,43,12,12,12,12
shd,8119,original,shd-test-00121,43,12,12,12,12
shd,8119,reset_repaired,shd-test-00121,43,12,12,12,12
shd,1701,original,shd-test-00122,44,12,12,16,12
shd,1701,reset_repaired,shd-test-00122,44,12,12,12,12
shd,2718,original,shd-test-00122,44,12,7,16,12
shd,2718,reset_repaired,shd-test-00122,44,12,12,12,12
shd,3141,original,shd-test-00122,44,12,12,12,12
shd,3141,reset_repaired,shd-test-00122,44,12,12,12,12
shd,5772,original,shd-test-00122,44,12,12,12,12
shd,5772,reset_repaired,shd-test-00122,44,12,12,12,12
shd,8119,original,shd-test-00122,44,12,12,12,12
shd,8119,reset_repaired,shd-test-00122,44,12,12,12,12
shd,1701,original,shd-test-00125,45,14,3,3,17
shd,1701,reset_repaired,shd-test-00125,45,14,14,14,17
shd,2718,original,shd-test-00125,45,9,3,3,17
shd,2718,reset_repaired,shd-test-00125,45,9,9,9,17
shd,3141,original,shd-test-00125,45,14,3,14,17
shd,3141,reset_repaired,shd-test-00125,45,14,14,14,17
shd,5772,original,shd-test-00125,45,14,14,14,17
shd,5772,reset_repaired,shd-test-00125,45,14,14,14,17
shd,8119,original,shd-test-00125,45,9,14,14,17
shd,8119,reset_repaired,shd-test-00125,45,9,14,14,17
shd,1701,original,shd-test-00131,46,3,14,3,3
shd,1701,reset_repaired,shd-test-00131,46,3,3,3,3
shd,2718,original,shd-test-00131,46,14,3,14,3
shd,2718,reset_repaired,shd-test-00131,46,14,14,14,3
shd,3141,original,shd-test-00131,46,3,3,3,3
shd,3141,reset_repaired,shd-test-00131,46,3,3,14,3
shd,5772,original,shd-test-00131,46,14,14,14,3
shd,5772,reset_repaired,shd-test-00131,46,14,14,14,3
shd,8119,original,shd-test-00131,46,14,14,3,3
shd,8119,reset_repaired,shd-test-00131,46,14,14,14,3
shd,1701,original,shd-test-00133,47,14,14,14,0
shd,1701,reset_repaired,shd-test-00133,47,14,14,14,0
shd,2718,original,shd-test-00133,47,0,2,2,0
shd,2718,reset_repaired,shd-test-00133,47,0,14,0,0
shd,3141,original,shd-test-00133,47,0,0,0,0
shd,3141,reset_repaired,shd-test-00133,47,0,0,0,0
shd,5772,original,shd-test-00133,47,14,0,0,0
shd,5772,reset_repaired,shd-test-00133,47,14,0,0,0
shd,8119,original,shd-test-00133,47,0,2,8,0
shd,8119,reset_repaired,shd-test-00133,47,0,0,0,0
shd,1701,original,shd-test-00140,48,9,9,9,1
shd,1701,reset_repaired,shd-test-00140,48,9,9,9,1
shd,2718,original,shd-test-00140,48,9,9,9,1
shd,2718,reset_repaired,shd-test-00140,48,9,9,9,1
shd,3141,original,shd-test-00140,48,9,9,9,1
shd,3141,reset_repaired,shd-test-00140,48,9,19,19,1
shd,5772,original,shd-test-00140,48,9,19,19,1
