sample_index,window_index,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9,logit_10
5,2,-2980,-5428,-48,-1620,-2464,740,2628,-4284,-2016,-732,-852
5,3,-1932,-4608,120,-1224,-1464,784,2248,-2580,-1284,-464,-448
6,0,-112,-6536,-4136,-1304,-2196,-884,-1844,900,696,-1904,-664
6,1,-72,-6892,-4268,-1432,-2356,-804,-1792,916,852,-2048,-768
6,2,-68,-5568,-3412,-1312,-1804,-600,-1512,560,620,-1368,-748
6,3,-28,-5056,-2948,-1324,-1532,-424,-1292,464,572,-1340,-660
7,0,-2092,-4588,-5932,-1516,-944,-420,-2608,-1580,812,372,532
7,1,-2952,-5692,-6444,-1500,-1744,256,-2380,-1468,904,1240,932
7,2,-2340,-4732,-5828,-688,-1084,-1896,-3412,-2800,-832,324,1044
7,3,-2204,-4864,-6864,-924,-1656,-360,-3240,-2092,332,812,1304
8,0,-3336,-3208,-4012,-184,-552,-1116,-3772,-2256,-800,2784,444
8,1,-3356,-2208,-3344,-328,-320,-3592,-4600,-4076,-2120,3080,-20
8,2,-3576,-3400,-4880,-780,-996,-3588,-7072,-5692,-3016,4592,52
8,3,-2960,-3656,-4188,-904,-1000,-1524,-4200,-2504,-740,2384,-156
9,0,184,-4780,-2672,-1652,-1248,-372,-1352,32,332,-832,-692
9,1,420,-3880,-2120,-1492,-1472,-544,-1196,48,440,-936,-900
9,2,488,-3892,-1728,-1392,-1384,-332,-1160,-168,56,-580,-848
9,3,264,-4160,-1908,-1368,-1156,-188,-1208,-220,76,-380,-608
10,0,-3376,-7316,2976,-804,-1940,-1272,2860,-9932,-5008,-4040,-3672
10,1,-4828,-8672,4336,-1496,-3580,-3140,3832,-11652,-6492,-7992,-4132
10,2,-2472,-7164,3304,-1088,-3052,-2764,2556,-11136,-5980,-6420,-2908
10,3,-2308,-7604,4680,-1796,-3932,-3820,4640,-9592,-5272,-8604,-2684
11,0,-2440,48,-4140,2328,1868,-2576,-2028,-2196,-696,-544,448
11,1,-2164,1236,-4252,2876,2528,-3212,-1976,-2820,-1248,-1160,-592
11,2,-2512,800,-3884,2684,2288,-2844,-2444,-2472,-1284,-864,156
11,3,-3196,1648,-4992,3776,3704,-3648,-3560,-3148,-1224,-1004,140
12,0,-2848,-36,-4788,1172,3464,-2728,-2308,-1932,64,-2196,192
12,1,-3604,-320,-5880,1344,4136,-3472,-2772,-2640,-256,-2496,296
12,2,-3356,-1668,-4860,824,2912,-2476,-2392,-1652,-44,-2016,640
12,3,-2872,484,-5824,1460,3928,-3468,-2884,-2608,-104,-2536,-288
13,0,-3208,-4920,-876,-1652,-1860,2092,768,-3164,-1272,552,332
13,1,-3144,-4792,-256,-1560,-1388,1936,1348,-2828,-1276,432,232
13,2,-3256,-5156,412,-1508,-1252,2248,1004,-2808,-1700,632,-100
13,3,-3984,-5896,-504,-1932,-1616,2240,1264,-3184,-1408,964,348
14,0,-2984,-5340,-36,-1344,-872,1060,2164,-2504,-1308,156,152
14,1,-2972,-5016,248,-1160,-1128,1288,2248,-2536,-1392,332,-332
14,2,-2544,-5168,64,-1164,-1172,856,2276,-2640,-1432,-192,-368
14,3,-3736,-5472,-516,-2032,-2820,600,2816,-4836,-1920,648,56
15,0,-252,-5664,-3560,-1748,-1244,-268,-1080,612,820,-1660,-392
15,1,-176,-7548,-4536,-1636,-2348,-716,-1620,1108,952,-2144,-636
15,2,0,-5632,-3180,-1284,-1960,-400,-1396,740,704,-1448,-696
15,3,-152,-5964,-3544,-1608,-1644,-404,-1216,716,792,-1684,-612
16,0,-2468,-6252,-5556,-1576,-1108,716,-1760,-64,1164,700,412
16,1,-2652,-6640,-5896,-1504,-1016,832,-1672,72,1236,716,556
16,2,-2944,-6856,-5716,-1656,-716,824,-1424,4,1176,628,640
16,3,-3348,-7592,-5552,-1968,-384,868,-1304,-8,916,916,788
17,0,-7312,-5272,-3496,-2108,-928,-2288,-3936,-4316,-1484,6192,-760
17,1,-5116,-4464,-2620,-2168,-976,-608,-1452,-2564,-916,4020,-932
17,2,-5404,-3776,-2956,-1452,-728,-1264,-2876,-3072,-1060,4712,-432
17,3,-3572,-3464,-2740,-1632,-948,-484,-2012,-2024,-540,2896,-624
18,0,-96,-6088,-3608,-1848,-1576,-416,-1184,764,960,-1800,-600
18,1,40,-6204,-3240,-1688,-2024,-576,-972,932,848,-1696,-616
18,2,224,-4184,-1892,-1288,-1204,-96,-1028,40,176,-428,-544
18,3,212,-4940,-2412,-1652,-1412,-292,-784,476,680,-872,-696
19,0,-364,-628,-1296,-140,232,-460,-564,-520,116,-928,468
19,1,-1340,-1020,-2176,-52,364,-672,-912,-1340,320,-948,936
19,2,-1300,-1056,-1264,-228,52,-420,-700,-800,220,-816,476
19,3,-604,-3112,-2016,-1028,-352,-84,-520,144,316,-1316,396
20,0,-1736,-5688,1800,-424,-1504,-772,1876,-7392,-3636,-4140,-3152
20,1,-3404,-6980,2788,-512,-2004,-2192,2608,-9552,-4984,-6296,-3756
20,2,-3308,-6740,2796,-748,-1916,-1628,2368,-8432,-4700,-5652,-3612
20,3,-5212,-7672,3920,-1244,-2984,-3656,2364,-11176,-6376,-7312,-4284
21,0,-3348,-1088,-5816,1388,3032,-3044,-3008,-2216,-412,-1528,604
21,1,-2648,1352,-5236,1468,3712,-3328,-1836,-2100,-248,-996,-456
21,2,-4664,-432,-5208,2232,4244,-3892,-4048,-2108,-664,-1420,1424
21,3,-2628,840,-5284,1940,3532,-3660,-2888,-2572,-796,-2004,-484
22,0,-476,-5300,-4244,-1156,-800,-520,-1636,844,736,-1664,-132
22,1,-344,-6092,-4384,-1244,-1148,-504,-1632,1080,812,-2080,-184
22,2,-452,-6148,-4744,-1408,-1088,-400,-1696,916,1012,-1984,-432
22,3,-336,-5584,-4060,-1272,-1220,-496,-1508,820,840,-1632,-380
23,0,-2220,-6568,-8324,-1184,-576,-1136,-3112,-572,1124,-1092,408
23,1,-1688,-6652,-7656,-1448,-976,-472,-2852,-344,1440,-1056,96
23,2,-1836,-5896,-5868,-1692,-300,-400,-2204,-348,924,-724,172
23,3,-2268,-7272,-7500,-1628,-848,-264,-2440,-104,1312,-604,272
24,0,-3584,-4412,-5112,-1564,-548,-2764,-4504,-2060,-512,1704,-400
24,1,-2740,-2984,-3460,-1288,-444,-2908,-4496,-3272,-2156,2788,-1044
24,2,-4220,-3744,-4572,-1064,-748,-3404,-5972,-3956,-2100,3968,-560
24,3,-3640,-2672,-3380,-1292,-984,-2844,-3480,-3476,-1972,3336,-1192
25,0,-1068,-1720,-420,-276,-992,-252,704,-804,-264,60,196
25,1,-1320,-1836,-364,-392,-548,-8,580,-500,-116,144,60
25,2,-780,-1488,-1304,-340,-308,-232,352,-92,-12,-844,4
25,3,-1220,-576,-1816,80,-568,-948,284,-884,-180,-1072,-272
26,0,40,-5164,2732,-1528,-3252,-1788,-1848,-8484,-7072,-2100,-800
26,1,-3396,-7720,4608,-3796,-5488,-2104,-3012,-11324,-12060,-6980,-884
26,2,-6180,-10324,5792,-4844,-6560,-384,-2184,-11492,-13288,-8148,-1588
26,3,-7132,-7224,6356,-3084,-4492,-1556,-2984,-10828,-13652,-6424,-244
27,0,-168,1148,-2996,940,1756,-2264,-844,-2228,-636,-3396,-1080
27,1,-840,960,-4592,1092,2568,-2644,-1332,-2288,-28,-2872,-680
27,2,-512,492,-3300,388,2072,-2076,-1452,-1724,-336,-3456,-940
27,3,-116,472,-3060,360,1556,-2036,-1620,-1980,-536,-4244,-964
28,0,-2932,-7180,900,-1716,-1452,1388,936,-3048,-2768,1360,-1836
28,1,-1808,-8592,1192,-2868,-1528,1256,332,-3356,-3556,-384,-2304
28,2,-1992,-10268,896,-3140,-2336,2700,1436,-2644,-2908,-124,-2472
28,3,-1828,-11284,1080,-3692,-1212,2336,248,-2308,-3264,-772,-2828
29,0,-1400,-8212,716,-1948,-1628,396,1812,-3628,-3336,-892,-2168
29,1,-2556,-7508,328,-1296,-728,584,1596,-3260,-3100,1448,-1844
29,2,-2296,-7980,336,-1976,-636,188,932,-3064,-3044,392,-1996
29,3,-2200,-7116,520,-1820,-1248,-304,728,-3892,-3372,416,-1972
30,0,-644,-4580,-3860,-1348,-152,-512,-1868,316,176,-1236,-88
30,1,-252,-2992,-2428,-1056,-28,-700,-1972,-532,-892,-136,-308
30,2,292,-2564,-1848,-924,-348,-1052,-2836,-2064,-2348,808,-460
30,3,-156,-2864,-2016,-1272,-212,-880,-2052,-936,-1412,380,-600
31,0,-388,-3552,-3700,-992,-160,-328,-1852,220,484,-1584,-220
31,1,-484,-4468,-4220,-1264,-172,-364,-2060,356,604,-1868,-180
31,2,-516,-3588,-3928,-948,-112,-444,-1928,288,584,-1636,-148
31,3,-416,-3580,-3576,-1084,-152,-344,-1732,172,456,-1436,-208
32,0,-2508,6848,-5408,-2892,-3108,-8408,1840,-4940,-2424,-7196,-3032
32,1,-5216,9464,-11404,-2808,-3704,-9088,376,-5280,-3860,-10820,-7792
32,2,-4204,7876,-8672,-2760,-3564,-8344,952,-4936,-3276,-9348,-5680
32,3,-4432,7916,-10032,-2520,-3164,-7864,-108,-5132,-2856,-8340,-5740
33,0,-1236,-1828,-2036,120,16,-408,-596,56,232,-564,416
33,1,-1184,-1768,-1636,12,-52,-284,-384,32,260,-368,440
33,2,-848,-920,-1024,364,76,-204,-332,120,44,-308,200
33,3,-936,-980,-1316,408,124,-284,-436,96,8,-664,176
34,0,-1768,-5616,4160,-1704,-3344,-1412,-452,-8176,-7168,-3436,-600
34,1,-1792,-6972,3980,-3412,-3880,-1972,-136,-6644,-6912,-4740,-1724
34,2,-2860,-7340,4876,-3976,-4264,-1680,-236,-6784,-7952,-5100,-1704
34,3,-1688,-6212,3780,-3660,-3696,-1824,-1412,-6348,-7912,-3860,-828
35,0,-88,684,-2172,264,728,-580,576,-572,-436,-756,-816
35,1,288,1128,-2160,832,1520,-1448,-132,-1040,-528,-2072,-1300
35,2,456,1552,-2484,780,1952,-2076,-608,-1560,-612,-3024,-1380
35,3,756,640,-2236,300,1524,-1536,-800,-988,-748,-3860,-1584
36,0,-216,1616,-2800,776,2360,-1896,8,-836,-104,-1716,-1700
36,1,-164,1948,-2708,1040,2556,-2200,-428,-1076,-232,-1684,-1712
36,2,196,2724,-3504,1124,3108,-2700,-372,-1560,-292,-2732,-2480
36,3,-752,1816,-2912,1312,2788,-2472,-968,-1560,-456,-2660,-1460
37,0,-324,-3016,624,-500,-924,-428,12,-2560,-1608,-1404,-1144
37,1,844,-3924,332,-1136,-1368,-1768,-424,-2556,-2120,-2740,-1452
37,2,764,-5516,-8,-1476,-1368,-780,-76,-2484,-1892,-2544,-1812
37,3,836,-5524,-528,-1280,-1352,-548,28,-2364,-1564,-2160,-1568
38,0,348,-4548,140,-864,-1668,-1152,1284,-2864,-1940,-2440,-1656
38,1,220,-6204,560,-1796,-1780,-952,1600,-3068,-2148,-3428,-1664
38,2,708,-4912,-952,-812,-1220,-1556,920,-2300,-1380,-1964,-1200
38,3,-240,-4936,-140,-1248,-1504,-1548,1408,-3036,-1844,-2100,-1240
39,0,428,-2420,-1824,-584,-1184,-520,-1500,-1584,-936,720,608
39,1,32,-4876,-3772,-1524,-1484,332,-1392,-384,308,-520,-152
39,2,-444,-3348,-3332,-1024,-772,392,-1420,-4,656,-444,-84
39,3,-116,-1608,-1728,-480,-216,-192,-760,-72,192,-644,-104
40,0,-796,8348,-12416,1596,2912,-8764,-1376,-6784,-1440,-5948,-5128
40,1,-1580,8220,-13596,1972,1744,-9020,-1080,-6328,-2288,-7256,-6304
40,2,-540,6896,-10948,984,2448,-7508,-492,-5576,-576,-3688,-4516
40,3,-232,6476,-11220,2104,888,-8460,-1676,-5152,-2076,-6764,-5480
41,0,-584,-1472,-3228,712,-104,-2496,-2824,-2776,-1832,-604,536
41,1,-1048,164,-2728,1836,1604,-2404,-1760,-1824,-1248,-1688,-336
41,2,-1208,380,-2704,2720,1992,-2948,-2492,-2388,-1564,-1296,764
41,3,-2460,-180,-4140,3468,2508,-2564,-2900,-2364,-1264,-540,1288
42,0,-4112,-8160,-2592,-3184,-1652,2580,780,-3992,-1796,108,136
42,1,-1360,-8412,-4416,-4104,-2384,2592,-588,-2056,-628,-2172,180
42,2,-3604,-8200,-5716,-3948,-2784,3120,956,-3632,-972,-140,436
42,3,-4408,-8560,-2948,-3716,-2216,3084,116,-3236,-1376,512,-360
43,0,256,-7132,-2864,-1448,-4556,-1964,-1544,2568,-860,-1724,-1384
43,1,788,-8336,-2884,-1840,-6620,-2988,-1876,3128,-1488,-1680,-1952
43,2,740,-7832,-2692,-1604,-6344,-2928,-1632,2904,-1476,-1568,-1708
43,3,348,-6976,-3036,-1036,-4492,-1856,-1364,2408,-540,-1804,-984
44,0,-3660,-4924,-4804,-1964,-1408,-1164,-2968,-3028,-920,4240,-576
44,1,-3904,-5068,-2364,-1728,-300,708,104,-1316,44,2176,396
44,2,-2552,-3652,-2636,-1184,-188,-652,-1644,-1348,-860,2024,-388
44,3,-3200,-4420,-3444,-1644,-248,-1440,-2244,-2476,-1528,1784,-420
45,0,632,-6112,-5064,-3148,-3376,-3556,-3284,-360,296,-1244,-964
45,1,756,-4240,-3812,-2488,-2852,-3236,-2876,-692,-136,-960,-540
45,2,788,-5212,-4832,-2936,-3180,-3636,-3564,-848,108,-1148,-840
45,3,572,-5960,-5252,-3240,-2644,-3128,-3420,-896,456,-1172,-544
46,0,-820,8040,-11964,644,1644,-7736,-608,-6376,-2052,-5884,-5308
46,1,-1164,7452,-10544,852,2752,-6432,-356,-5884,-2584,-4776,-3868
46,2,-1368,6768,-9504,1172,3084,-6064,-440,-5840,-2900,-4876,-3216
46,3,-1292,7304,-10212,1196,1616,-7620,-872,-6468,-3444,-6256,-4020
47,0,-1120,936,-1824,-112,-760,-848,-252,-4000,-136,2412,2176
47,1,-1168,300,-900,-404,-912,-412,100,-3460,-472,1968,1908
47,2,-1140,-252,-944,-576,-276,-436,48,-3716,-772,1240,2332
47,3,-1484,-1308,-1452,-896,276,96,-16,-3468,-556,524,2628
48,0,-1572,-28,-4960,2680,1620,-3124,-3072,-2916,-1060,-1024,1124
48,1,-1556,-544,-4984,2828,1644,-3196,-2472,-2728,-1140,-1128,1092
48,2,-2024,-756,-5060,2816,1748,-2196,-2580,-2376,-1064,-736,1568
48,3,-1128,-512,-4124,1660,452,-3380,-2460,-2588,-1056,-1520,796
49,0,-3296,-6692,-2148,-3280,-1488,2656,-468,-3916,-2264,-900,432
49,1,-4596,-8516,-3204,-3964,-2376,3524,1812,-5164,-2776,-812,300
49,2,-4172,-9160,-1316,-4904,-2140,4208,572,-4000,-3168,-1244,-612
49,3,-2844,-7472,-1984,-3456,-1808,2348,-580,-2236,-1536,-832,-468
50,0,-36,-3592,-2084,-472,-1844,-772,-924,1236,-112,-1136,-620
50,1,-160,-4232,-2576,-648,-1628,-628,-736,1160,288,-1300,-188
50,2,-260,-3412,-2600,-440,-772,-124,-472,872,700,-1180,0
50,3,-204,-3508,-2660,-436,-1004,-320,-716,904,604,-1224,-116
51,0,-4484,-5352,-440,-1196,248,1176,112,-992,-752,3820,128
51,1,-2612,-3836,-2380,-516,20,-20,-824,-840,-176,1248,380
51,2,-2636,-4064,-5688,-20,-116,-1128,-2136,-1060,420,-108,888
51,3,-3476,-4756,-2548,-880,108,380,-628,-668,112,2156,412
52,0,-932,3040,-5064,708,2904,-2276,184,-1600,704,-888,-2232
52,1,-196,3300,-4236,916,2788,-2308,668,-1344,300,-1320,-2976
52,2,-64,2892,-4072,792,2480,-1936,568,-1036,376,-1448,-3040
52,3,-348,2960,-3932,692,2672,-2080,720,-960,92,-1060,-2916
53,0,-1548,-3008,1252,-676,-768,1104,860,-1276,-1376,-148,-380
53,1,-2788,-5072,1224,-1008,-260,1848,1652,-680,-1184,836,-452
53,2,-3332,-5844,708,-904,72,1964,1800,-472,-1112,1748,-364
53,3,-3388,-5904,1184,-1000,-60,2168,1984,-836,-1436,1544,-624
54,0,-848,-564,-3656,432,1668,-1248,-888,-236,80,-1928,-1012
54,1,-1172,-2108,-3216,24,1224,-504,-1068,332,324,-1600,-136
54,2,-800,-992,-3444,360,1468,-996,-836,120,-8,-2112,-1040
54,3,-856,-728,-2980,264,1376,-980,-684,-28,228,-1312,-556
55,0,-1264,-3176,-1516,-748,-100,552,212,-88,108,-156,168
55,1,-1472,-3388,-1020,-552,-140,764,480,-108,-128,84,-12
55,2,-1636,-3152,-556,-488,256,864,580,152,-124,568,164
55,3,-1448,-3392,-1596,-764,-376,548,256,-132,264,-128,136
56,0,-1200,-2900,-1120,-584,-588,436,500,-152,324,12,196
56,1,-1644,-3124,-584,-824,-132,956,1204,-124,108,676,356
56,2,-1440,-2852,-340,-928,-412,648,1196,-124,64,456,500
56,3,-1560,-3284,-840,-1068,-644,696,1224,-532,84,304,228
57,0,-628,-7680,-3492,-2200,-2420,-472,-604,2392,-84,-1952,-704
57,1,-516,-6588,-2508,-2232,-2296,-480,-444,2156,-392,-1432,-852
57,2,-452,-6692,-2756,-2032,-2572,-684,-664,2188,-384,-1520,-912
57,3,-572,-7204,-3424,-1916,-2164,-396,-588,2184,52,-1972,-488
58,0,-432,-4560,-3916,-1128,-532,-224,-1208,708,844,-1948,228
58,1,-572,-6332,-4800,-1600,-844,-172,-1064,1152,1064,-2456,408
58,2,-516,-6044,-4636,-1544,-912,-240,-1068,1084,1052,-2268,332
58,3,-568,-6356,-5040,-1500,-900,-236,-1224,1120,1200,-2420,368
59,0,504,-4228,-3356,-1988,-2164,-1692,-1932,176,308,-1312,-472
59,1,760,-5412,-4404,-3356,-2704,-2596,-2588,-40,416,-1424,-568
59,2,868,-5104,-3600,-2584,-3320,-2556,-2288,448,40,-1420,-620
59,3,896,-5160,-3800,-2768,-3200,-2492,-2372,208,136,-1428,-712
60,0,-1420,5716,-6000,260,3408,-4816,-212,-5116,-40,4,168
60,1,-1112,6604,-8172,1208,3280,-5996,-300,-6164,-2108,-3480,-2040
60,2,-1176,5468,-6468,992,3744,-4896,-224,-4656,-680,-1356,-704
60,3,-956,6628,-8504,1332,5060,-6084,-980,-5888,-964,-3676,-1724
61,0,-2320,96,-3980,416,1776,-1968,-1460,-2232,1064,-228,1412
61,1,-3080,-1936,-1416,760,-144,-1004,-1236,-2460,-924,-456,876
61,2,-3524,-2604,-1856,-288,1380,-616,-1160,-2192,-100,-304,1980
61,3,-1668,2708,-2776,372,2540,-2816,-2236,-3320,504,364,1416
62,0,-3452,-4632,1964,-1496,-2096,452,-252,-4448,-3036,-300,-1488
62,1,-4676,-5528,2856,-1856,-1968,392,92,-5628,-4156,-408,-2060
62,2,-4048,-6272,1708,-2804,-1744,544,492,-5112,-4068,-1032,-1844
62,3,-3580,-5928,740,-2572,-2292,284,1080,-5804,-4256,-168,-2396
63,0,-2088,-804,-2936,1648,1460,-1736,-1868,-1128,-724,-660,428
63,1,-2636,420,-3928,3556,3584,-3828,-3636,-3108,-1524,-708,1032
63,2,-2688,-532,-4188,3060,2156,-2952,-3384,-2196,-672,-916,1772
63,3,-2412,-1728,-3844,2660,1112,-2672,-3184,-1840,-1248,-756,1704
64,0,-2288,-1300,-3616,1552,2012,-2352,-3420,-1892,-72,-832,1804
64,1,-2500,-1140,-3800,1472,2296,-2364,-3148,-1504,132,-828,1620
64,2,-2772,-856,-4328,1132,2876,-2984,-3704,-2280,112,-772,1840
64,3,-2568,956,-5928,1920,4060,-4228,-3324,-2936,144,-1888,1080
65,0,-2508,-5540,-2448,-2112,-932,1508,-588,-2708,-1508,-1160,572
65,1,-1880,-6700,-3820,-3752,-1184,2352,-1264,-2740,-1076,-2600,792
65,2,-2648,-5456,-1600,-2716,-1000,2348,-160,-3736,-1476,-980,480
65,3,-3900,-5752,-2076,-2548,-1472,2600,520,-4588,-2140,-212,748
66,0,-3144,-4796,-3896,-2024,-1468,488,1220,-3460,-828,388,1280
66,1,-2628,-4408,-2368,-2500,-2572,-540,1944,-4224,-1440,-1476,248
66,2,-1816,-5308,-1380,-1864,-1852,-560,2152,-2560,-1292,-1384,-56
66,3,-2460,-3608,-1464,-1880,-2772,-220,2288,-4500,-2148,-620,232
67,0,-420,-6776,-4908,-1668,-1144,-404,-1848,972,948,-2832,-216
67,1,-204,-6468,-4596,-1640,-1524,-568,-1756,896,1008,-2416,-492
67,2,-212,-7472,-4752,-1668,-1920,-464,-1568,1180,1000,-2748,-356
67,3,-272,-5968,-4496,-1652,-1124,-504,-1728,740,888,-2440,-220
68,0,-1460,-2332,-4144,220,164,-672,-1464,-872,376,164,816
68,1,-2672,-2852,-4112,16,12,-448,-1988,-1416,336,652,1212
68,2,-2112,-2636,-4440,204,180,-864,-2112,-1396,-16,624,568
68,3,-3204,-4300,-4536,-868,-64,-792,-1912,-1900,-56,1636,508
69,0,1016,-5856,-4080,-3764,-2900,-2528,-2428,620,244,-1004,-632
69,1,1188,-6020,-3816,-3552,-3336,-2548,-2640,624,80,-1364,-744
69,2,1064,-5616,-3608,-3188,-3404,-2456,-2684,840,72,-1588,-984
69,3,1084,-5680,-3684,-3272,-2868,-2192,-2360,476,124,-1296,-460
70,0,-1544,-164,-2664,-504,160,-1424,-368,-2228,564,-844,1648
70,1,-860,1676,-1348,552,1588,-1100,-288,-1188,988,1260,948
70,2,-1128,3408,-3144,72,1584,-2608,-44,-3456,1224,-116,932
70,3,-1540,-1780,-784,-344,-600,36,-252,-1008,-100,220,804
71,0,-780,-452,-2552,1064,852,-1592,-1704,-1764,-164,-664,624
71,1,-3764,-20,-4972,4064,4300,-4128,-4276,-3072,-1616,-1908,1228
71,2,-968,-88,-2236,1560,1324,-2632,-2268,-2784,-1952,-1132,260
71,3,-4036,-596,-5804,4060,3636,-4472,-4816,-3440,-2112,-1756,1768
72,0,-2972,-4048,-2328,-1184,-108,-484,-720,-1348,-12,2264,672
72,1,-3696,-5336,-2672,-1576,-520,1008,-796,-472,608,2076,676
72,2,-3864,-5092,-1812,-1652,-116,-40,-520,-932,-452,2512,-208
72,3,-3208,-4200,-1824,-1472,-460,-72,-588,-888,-308,2424,-212
73,0,-300,-5552,1616,-1248,-1724,684,472,-6528,-5040,-4676,-2252
73,1,-2052,-5816,2956,-2004,-2564,1160,272,-7336,-5992,-5080,-3164
73,2,-3320,-6840,3048,-2696,-2932,1520,872,-7032,-6348,-5280,-3880
73,3,-3492,-6804,3312,-2552,-3028,652,340,-7292,-6256,-5116,-3596
74,0,748,-1088,-2256,1188,1448,-2284,-1824,-3108,-992,-2752,-520
74,1,256,-980,-2436,1352,1504,-2288,-2068,-2668,-1000,-2244,-364
74,2,468,-940,-1924,1424,1280,-2148,-2096,-3160,-1348,-1580,-280
74,3,356,-1308,-2304,1096,1104,-1908,-1732,-2552,-900,-1920,-300
75,0,-20,-2756,-1660,-1040,-620,-20,-716,1612,208,-1716,-152
75,1,720,-4836,-2188,-2968,-468,88,-1656,2640,-280,-3072,-712
75,2,1584,-4396,-2548,-2944,-268,-776,-1924,2184,-288,-4308,-640
75,3,984,-4288,-2436,-2700,-692,-416,-1520,2616,-240,-3788,-680
76,0,-64,-5336,-3628,-1528,-1716,-672,-1092,668,1012,-1360,-412
76,1,228,-6368,-3708,-1988,-2556,-964,-1196,832,1308,-1512,-868
76,2,32,-6584,-3880,-1992,-2268,-680,-1124,792,1276,-1760,-732
76,3,160,-6760,-4064,-2228,-2496,-1100,-1556,768,1296,-1744,-924
77,0,36,-1068,-1464,-1964,-1276,-2920,-3260,-1396,-2208,3512,-772
77,1,-920,-2556,-2632,-1684,-1068,-2568,-4272,-4800,-3736,3788,-1268
77,2,-328,-4872,-2196,-3132,-1088,-3460,-7360,-7576,-5564,6108,-900
77,3,-1508,-3276,-2876,-3332,-1660,-5224,-6280,-5320,-3660,4764,-2164
78,0,-820,-4140,1696,-1232,-1548,476,360,-5452,-4056,-3384,-1496
78,1,-1712,-6280,2540,-2056,-2224,752,-28,-7664,-5624,-5508,-2680
78,2,-2040,-6104,2644,-1784,-2300,404,152,-6872,-4964,-5876,-3148
78,3,-2416,-6124,2460,-2112,-2188,220,-372,-7828,-5548,-6444,-2548
79,0,-2004,-5480,168,-2700,-2020,140,2176,-3120,-2144,-1632,236
79,1,-2760,-7100,808,-2836,-2324,212,3080,-3972,-2792,-2332,-388
79,2,-2828,-8480,860,-2896,-2268,516,3480,-4212,-3092,-2212,-76
79,3,-2496,-7292,1624,-2944,-2176,-84,2808,-4184,-3024,-3120,-212
80,0,72,-4848,-3608,-2048,-1956,-1500,-1416,456,1076,-1056,-580
80,1,284,-5504,-3180,-2140,-2288,-1044,-1004,596,1032,-1168,-724
80,2,224,-6300,-3800,-2168,-2612,-1404,-1364,812,972,-1388,-732
80,3,-40,-7164,-4960,-2496,-2148,-1436,-1916,944,1208,-1640,-712
81,0,1376,-2432,-1448,-956,-1704,-2404,-2000,-628,-1848,-2092,-244
81,1,924,-2648,-1780,-1024,-1396,-1408,-1680,-328,-892,-1636,-408
81,2,380,-3624,-2736,-988,-1348,-804,-1616,84,56,-1480,-492
81,3,1076,-3520,-2264,-1292,-2148,-1864,-2368,-188,-1168,-1676,-652
82,0,-552,6512,-6408,424,3316,-7024,-732,-5872,-3252,-7148,-4100
82,1,-2252,8180,-8376,-1296,1528,-9148,-1132,-6128,-3792,-9252,-4392
82,2,-1576,6996,-7720,-940,2528,-8040,-772,-6764,-3564,-8204,-3036
82,3,-2776,7824,-7908,-2568,1152,-9004,-792,-5904,-3772,-9760,-3276
83,0,-876,-4408,1432,-1124,-1720,1320,240,-5776,-4468,-4908,-2012
83,1,-800,-4080,1364,-1160,-1468,1312,480,-4312,-3832,-3440,-1712
