sample_index,window_index,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9,logit_10
20,1,-1204,-1480,1424,-76,-1104,352,260,-2624,-1772,-3544,380
20,2,-1376,-1696,1480,-92,-1156,428,248,-2720,-1888,-3480,328
20,3,-1844,-2136,2200,-248,-1700,396,636,-3948,-2768,-5080,596
21,0,-624,-156,-1152,196,512,-1188,-1288,-1556,-248,12,368
21,1,-472,916,-1012,472,752,-1680,-1392,-2288,-200,-224,492
21,2,-620,200,-1032,-104,612,-1180,-1148,-1584,24,4,372
21,3,-408,576,-860,480,680,-1488,-1404,-1956,-212,-304,296
22,0,0,-188,-220,-56,4,-68,-60,12,40,8,12
22,1,36,-168,-264,-24,0,-72,-72,48,60,12,0
22,2,72,-336,-528,-48,0,-144,-144,96,120,24,0
22,3,4,-284,-356,-60,4,-116,-88,52,72,-4,16
23,0,-440,-1980,-2424,-804,-164,-768,-852,-804,48,336,100
23,1,-152,-1408,-1856,-292,-24,-452,-752,-336,104,168,20
23,2,-444,-1732,-1768,-584,-148,-444,-752,-712,-60,212,116
23,3,-256,-1900,-2208,-668,-232,-536,-808,-532,64,208,72
24,0,-1024,-2644,-2792,-748,-284,-1348,-1960,-2212,-564,540,84
24,1,-1004,-2064,-1684,-612,-320,-940,-1648,-1968,-804,552,-56
24,2,-1132,-2416,-2280,-628,-380,-1176,-1860,-2136,-804,744,-116
24,3,-1580,-3316,-2372,-1008,-560,-1432,-2020,-2512,-1008,920,-56
25,0,-388,-836,-48,-676,-844,-752,-628,-924,-452,256,48
25,1,-660,-920,20,-660,-832,-432,-180,-884,-540,380,-184
25,2,-104,-84,84,-292,-564,-36,108,-412,-320,-76,-160
25,3,-284,124,-172,-276,-468,-420,-164,-740,-180,8,-48
26,0,-2292,-2572,2232,-1272,-1820,364,-612,-4696,-3792,-3308,460
26,1,-3224,-3416,4184,-2028,-2212,596,-568,-6056,-5848,-7336,436
26,2,-3552,-4552,4984,-2012,-3368,1408,-452,-7484,-7200,-8440,272
26,3,-3352,-3932,4236,-2116,-2044,524,-536,-6128,-6108,-6740,204
27,0,-264,1012,-616,624,516,-1268,-1176,-1996,-472,-220,724
27,1,-392,940,-792,868,656,-1444,-1532,-2128,-616,-84,872
27,2,-304,848,-632,588,512,-1200,-1272,-1968,-580,-216,648
27,3,-180,836,-512,444,412,-940,-864,-1616,-384,-444,424
28,0,-1772,-1836,1076,-992,-1824,916,228,-3064,-1784,-1304,-468
28,1,-1748,-1928,1388,-792,-1696,960,300,-3088,-1972,-1932,-476
28,2,-1556,-2148,1320,-876,-1516,812,324,-2932,-1856,-1912,-252
28,3,-1492,-2008,1404,-824,-1648,836,224,-2996,-2044,-2236,-428
29,0,-1372,-2048,1164,-820,-1756,936,664,-2536,-1568,-1704,-488
29,1,-1548,-1848,940,-864,-1692,672,592,-2476,-1452,-1136,-352
29,2,-1308,-1488,932,-796,-1448,572,448,-2320,-1324,-1024,-236
29,3,-1796,-1992,1152,-768,-1844,708,532,-3132,-1816,-1392,-208
30,0,36,4,24,-112,-32,-24,-56,-44,8,-8,16
30,1,48,-32,48,-256,-96,-80,-160,-128,-48,32,0
30,2,96,-80,-4,-392,-128,-128,-224,-156,4,32,12
30,3,40,-100,12,-332,-136,-140,-228,-156,-80,48,-12
31,0,192,96,96,-384,-64,-32,-128,-96,160,-128,128
31,1,168,20,52,-424,-60,-52,-140,-116,160,-128,140
31,2,204,68,88,-376,-68,-76,-188,-112,148,-132,140
31,3,204,-8,24,-432,-60,-128,-232,-144,148,-116,160
32,0,436,3608,-1612,-96,-848,-2764,-2012,-3872,-2520,-2864,1732
32,1,-260,5016,-3176,-128,-1628,-2724,-2604,-3336,-2840,-3708,596
32,2,-124,4800,-2800,116,-1508,-2508,-2392,-3304,-3020,-3680,836
32,3,-180,4444,-2892,332,-1312,-1956,-2312,-2708,-2424,-2756,360
33,0,-112,28,-72,8,-28,-64,-36,-224,0,48,28
33,1,-64,8,-12,-32,-48,-28,-8,-108,-20,36,-4
33,2,-64,8,-12,-32,-48,-28,-8,-108,-20,36,-4
33,3,-112,-16,-8,-80,-116,-20,12,-144,-44,60,-32
34,0,-2428,-2840,2848,-1372,-1900,504,-20,-4984,-4084,-4008,616
34,1,-2432,-2884,2804,-1444,-1584,140,-432,-5100,-4684,-4148,248
34,2,-2916,-3384,3280,-1564,-1752,28,-560,-5632,-5536,-4624,264
34,3,-2388,-2824,2644,-1476,-1412,-64,-1072,-4900,-5308,-3772,464
35,0,-164,460,-684,488,128,-892,-964,-1772,-524,56,552
35,1,-212,584,-768,524,344,-792,-980,-1472,-708,-296,432
35,2,-396,772,-648,460,408,-1024,-1044,-1684,-808,-420,492
35,3,-180,484,-460,372,264,-524,-628,-1156,-556,-320,268
36,0,-452,684,-1000,508,536,-1324,-1352,-1632,-324,32,380
36,1,-316,784,-804,452,464,-1248,-1196,-1384,-300,-156,404
36,2,-328,1032,-964,352,536,-1632,-1424,-1456,-256,-344,340
36,3,-420,924,-708,328,488,-1368,-1164,-1364,-288,-228,404
37,0,-728,-928,724,-576,-624,192,-84,-1488,-968,-896,-276
37,1,-660,-1016,888,-540,-660,140,-200,-1836,-1424,-1156,-224
37,2,-616,-1000,860,-544,-644,260,-72,-1556,-1188,-1164,-288
37,3,-496,-932,664,-264,-568,260,-152,-1348,-1176,-1244,-296
38,0,-352,-788,572,-536,-596,104,-24,-1368,-1084,-816,-160
38,1,-656,-1304,716,-708,-748,248,124,-1664,-1180,-988,-140
38,2,-132,-392,340,-272,-352,100,36,-608,-532,-460,-156
38,3,-560,-824,520,-552,-728,168,172,-1316,-916,-608,-160
39,0,192,-184,96,-520,-508,-276,-168,-560,-216,-88,156
39,1,12,-940,-648,-628,-412,-144,-236,-404,-40,80,28
39,2,-136,-1204,-612,-672,-652,-120,-264,-648,-184,200,-96
39,3,196,-952,-212,-640,-604,-372,-384,-480,-160,-64,40
40,0,-524,2816,-2900,532,1156,-4084,-3156,-4656,-1772,-764,996
40,1,-524,2872,-2596,804,1268,-3900,-3120,-4520,-1748,-1060,1308
40,2,-624,2776,-3164,504,1200,-4016,-2996,-4624,-1320,-628,1016
40,3,-360,2660,-2396,1012,1196,-3564,-2908,-3996,-1404,-1276,1044
41,0,96,216,-156,-92,40,-632,-744,-796,-236,-412,456
41,1,-228,508,-448,432,164,-860,-792,-1568,-268,-412,308
41,2,-280,360,-972,740,248,-1260,-1216,-1860,-300,-92,584
41,3,-448,-104,-1048,784,240,-1260,-1448,-1612,-324,-124,452
42,0,-1956,-1736,796,-1368,-1840,1084,540,-3308,-1948,-828,-528
42,1,-1136,-1568,-224,-1080,-952,192,136,-1952,-1132,-304,-248
42,2,-1856,-1684,-68,-1504,-1468,520,432,-3256,-2156,-52,-896
42,3,-2844,-2328,804,-1712,-2540,1308,400,-4404,-2760,-852,-1268
43,0,140,-384,52,32,-92,12,-20,84,104,-96,-36
43,1,412,-1160,120,116,-260,-28,-104,248,308,-292,-112
43,2,244,-756,-52,120,-184,-236,-160,100,180,-236,-156
43,3,304,-756,116,16,-192,20,-56,156,228,-208,-56
44,0,-1992,-2316,-2372,-1172,-1620,-432,-1636,-3224,-1504,1192,-840
44,1,-1248,-1368,-508,-912,-1304,232,-444,-2180,-968,484,-28
44,2,-1028,-1380,-1088,-900,-660,60,-540,-1840,-600,468,68
44,3,-860,-1800,-828,-1016,-652,-240,-752,-2040,-740,456,232
45,0,232,-132,-104,-232,36,28,-108,-100,216,-28,128
45,1,324,-160,-140,-308,56,64,-124,-140,300,-44,192
45,2,348,-288,-200,-332,60,80,-112,-4,336,-56,176
45,3,336,-248,-476,-572,-124,-332,-492,-276,344,-68,156
46,0,-576,2928,-2752,340,948,-4192,-3120,-4576,-1900,-1068,1016
46,1,-780,2480,-2924,-56,760,-3884,-2948,-4212,-1612,-628,788
46,2,-800,2296,-2780,64,888,-3676,-2944,-3680,-1272,-364,744
46,3,-660,2672,-2724,240,944,-4012,-3100,-4144,-1548,-892,916
47,0,-1356,-832,-1080,-1764,-1540,-400,-132,-4700,-1856,632,444
47,1,-1208,-800,-700,-1240,-1248,-264,-136,-4004,-1624,436,516
47,2,-888,-852,-364,-840,-968,4,-92,-3412,-1412,116,528
47,3,-1140,-1292,-1076,-932,-1052,-216,-448,-3760,-1516,348,348
48,0,-164,204,-1088,412,172,-1276,-1228,-1552,-112,-152,496
48,1,-28,468,-1132,600,188,-1076,-1072,-1732,-328,-192,572
48,2,-220,-176,-996,424,76,-1136,-1036,-1232,-4,4,348
48,3,96,284,-648,216,36,-972,-812,-1012,-264,-160,224
49,0,-1500,-1588,928,-992,-1500,920,348,-2928,-1892,-920,-344
49,1,-1644,-1744,936,-1064,-1464,1092,632,-3584,-2172,-1072,-356
49,2,-1904,-1928,1296,-1200,-1768,1212,604,-3764,-2620,-1256,-668
49,3,-1248,-1596,820,-848,-1256,720,272,-2352,-1412,-916,-268
50,0,0,0,0,0,0,0,0,0,0,0,0
50,1,0,0,0,0,0,0,0,0,0,0,0
50,2,0,0,0,0,0,0,0,0,0,0,0
50,3,32,-92,16,16,-20,8,4,20,32,-20,-12
51,0,-1264,-1260,-524,-796,-1228,312,-308,-1868,-856,536,-332
51,1,-724,-796,-356,-304,-556,208,-180,-1156,-400,232,100
51,2,-868,-832,-1124,-216,-376,-124,-752,-1232,-464,320,36
51,3,-1244,-1412,-892,-556,-1076,-48,-648,-2112,-736,468,20
52,0,-956,1424,-1124,432,892,-2076,-1584,-2784,-388,116,756
52,1,-944,1484,-1088,476,832,-2220,-1816,-2676,-572,-176,760
52,2,-816,1236,-1112,276,568,-1980,-1616,-2416,-684,-344,516
52,3,-928,1096,-1292,108,460,-1976,-1588,-2396,-764,-144,484
53,0,-752,-756,752,-556,-784,304,108,-1824,-952,-732,-84
53,1,-936,-1024,892,-1028,-1128,276,292,-1936,-816,168,-148
53,2,-888,-1028,464,-1100,-1072,144,384,-1736,-760,328,-280
53,3,-792,-952,516,-1052,-1012,48,260,-1548,-692,388,-296
54,0,-300,284,-640,136,360,-920,-740,-1296,-8,68,300
54,1,-148,216,-292,28,220,-456,-352,-668,36,100,168
54,2,-292,408,-492,192,396,-688,-640,-944,80,40,284
54,3,-336,344,-336,24,356,-564,-440,-948,20,176,208
55,0,-488,-568,-196,-620,-480,-36,68,-428,-192,160,-132
55,1,-364,-492,-136,-428,-244,-40,-4,-376,-144,4,-88
55,2,-420,-424,-128,-432,-328,72,4,-428,-204,56,-164
55,3,-452,-444,-80,-452,-404,68,0,-544,-268,0,-124
56,0,-316,-436,-204,-332,-244,-24,-12,-276,-120,104,-72
56,1,-552,-428,-108,-612,-660,56,260,-420,-196,272,-184
56,2,-520,-540,-308,-624,-556,4,252,-376,-184,288,-212
56,3,-556,-500,-136,-560,-628,40,248,-484,-224,224,-180
57,0,0,0,0,0,0,0,0,0,0,0,0
57,1,32,-92,16,16,-20,8,4,20,32,-20,-12
57,2,64,-184,32,32,-40,16,8,40,64,-40,-24
57,3,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0
58,1,36,-168,-264,-24,0,-72,-72,48,60,12,0
58,2,0,0,0,0,0,0,0,0,0,0,0
58,3,24,-112,-176,-16,0,-48,-48,32,40,8,0
59,0,320,-480,-336,-204,-44,-124,-264,-68,308,12,52
59,1,568,-952,-592,-380,-88,-260,-472,-192,592,-48,92
59,2,276,-700,-224,-32,-140,-184,-268,-112,252,-72,-44
59,3,488,-756,-408,-208,-156,-284,-452,-132,400,-156,0
60,0,-1000,1884,-2368,-44,596,-3448,-2568,-3540,-1120,28,884
60,1,-708,2420,-2612,260,944,-3868,-2968,-3840,-1032,-764,680
60,2,-896,1876,-2192,252,796,-3392,-2712,-3296,-844,-216,692
60,3,-676,2312,-2496,244,1160,-3576,-2904,-3812,-1108,-624,484
61,0,-1004,280,-1264,-472,-172,-1080,-816,-2688,-476,552,528
61,1,-1124,-1096,420,84,-728,312,-64,-2324,-728,-88,324
61,2,-792,-808,-16,-580,-468,-68,24,-1652,-920,128,76
61,3,-284,592,-1644,-804,-36,-1436,-1128,-2196,-572,760,4
62,0,-1640,-2168,1804,-1068,-1736,1056,476,-3764,-1880,-1316,116
62,1,-1888,-2860,2248,-1460,-1980,1192,300,-4500,-2504,-1712,-4
62,2,-1572,-2428,1788,-1320,-1812,1036,464,-3868,-2184,-1540,-20
62,3,-1812,-2568,1800,-1712,-2024,1092,528,-4028,-2272,-1212,-256
63,0,-352,36,-480,356,152,-700,-656,-1088,96,184,360
63,1,-340,200,-984,780,504,-1136,-1256,-2024,-352,-112,576
63,2,-392,-248,-892,496,132,-828,-620,-904,176,72,236
63,3,160,-100,-196,-52,-144,-220,-224,-220,-96,-92,28
64,0,-8,-144,-396,-44,36,-448,-420,-364,-28,96,72
64,1,-220,-224,-716,176,68,-532,-648,-828,-152,220,108
64,2,-204,80,-1024,40,156,-972,-816,-1104,-36,284,48
64,3,-408,484,-1628,168,440,-1708,-1428,-1700,-248,232,244
65,0,-1140,-1332,604,-696,-1184,536,328,-2220,-1216,-876,-212
65,1,-772,-1644,420,-944,-848,280,248,-2128,-1632,-500,-360
65,2,-1892,-1736,676,-1444,-1660,688,512,-3484,-2444,-536,-840
65,3,-1612,-1708,472,-1484,-1484,696,500,-3476,-2308,-528,-428
66,0,-1684,-1952,-1176,-1824,-1596,-24,452,-2504,-1208,648,-284
66,1,-1320,-1464,-68,-1544,-1544,16,524,-2616,-1768,-116,-456
66,2,-1240,-1612,140,-1124,-1628,252,784,-2020,-1328,-416,-388
66,3,-1444,-1728,32,-1652,-2132,356,724,-2892,-1456,-188,-252
67,0,72,-212,-340,-80,-8,-100,-112,52,100,0,16
67,1,276,-296,-520,-440,-64,-200,-296,16,300,-100,128
67,2,252,-308,-532,-392,-56,-196,-280,28,280,-84,112
67,3,228,-196,-356,-376,-56,-148,-232,-4,240,-92,112
68,0,-820,-760,-732,8,-104,-100,-464,-1424,-320,248,264
68,1,-560,-596,-784,-64,-128,36,-472,-1020,-252,364,272
68,2,-804,-476,-920,-264,-64,-312,-448,-972,-216,292,380
68,3,-960,-1172,-1300,-716,-360,-132,-340,-1340,-416,456,120
69,0,200,-772,-752,-52,-332,-792,-644,-560,172,112,-184
69,1,220,-832,-668,-112,-476,-784,-732,-636,84,52,-244
69,2,188,-696,-660,-84,-404,-956,-876,-600,-52,-144,-268
69,3,8,-296,-784,-156,-344,-984,-848,-788,-140,60,-204
70,0,-160,248,-460,-156,104,-564,-276,-1312,-164,72,348
70,1,-324,444,-980,-148,152,-1104,-804,-1608,-192,456,200
70,2,-496,948,-600,172,376,-1352,-940,-2268,-428,168,568
70,3,-760,-600,-320,-312,-820,12,-116,-1556,-576,340,-108
71,0,-200,132,-284,120,16,-460,-660,-1460,-364,-132,456
71,1,-532,336,-624,764,548,-868,-920,-1592,-292,-232,648
71,2,-136,444,-272,476,412,-692,-816,-1728,-700,-336,808
71,3,-536,60,-1168,956,376,-1148,-1140,-2028,-612,-472,824
72,0,-1188,-1260,-1496,-1272,-1080,24,-292,-1940,-1052,832,-496
72,1,-1152,-1340,-1088,-628,-1040,56,-608,-1956,-688,580,-172
72,2,-1044,-1072,-220,-1064,-1144,-88,-56,-1604,-740,456,-100
72,3,-1372,-1472,-564,-972,-1248,172,-280,-2260,-992,636,-304
73,0,-736,-1080,604,-152,-700,572,260,-1384,-760,-1432,-80
73,1,-1288,-1672,1768,-360,-1264,760,832,-2584,-1520,-2948,-192
73,2,-1408,-1804,2044,-352,-1512,892,860,-3020,-1964,-3096,-252
73,3,-1328,-1856,2196,-400,-1508,996,1004,-2840,-1912,-3228,-76
74,0,-308,-240,-192,324,228,-280,-336,-692,-384,68,332
74,1,52,-240,-356,228,112,-252,-388,-696,-452,-400,468
74,2,20,-232,-296,156,104,-224,-356,-656,-152,-136,308
74,3,4,-236,-332,284,132,-248,-432,-784,-468,-328,348
75,0,0,0,0,0,0,0,0,0,0,0,0
75,1,-132,-188,-264,-156,-44,-112,-124,16,-32,-4,-44
75,2,-56,-120,-124,-104,-28,-64,-104,-28,-80,12,-28
75,3,-76,-112,-124,-96,0,-64,-64,20,-16,-4,-20
76,0,208,-844,-640,-100,-424,-328,-312,-84,280,108,-168
76,1,320,-1248,-1320,-116,-516,-632,-548,-40,392,160,-204
76,2,352,-1356,-616,-56,-484,-296,-300,56,392,72,-224
76,3,408,-1108,-940,-108,-356,-380,-380,116,444,56,-84
77,0,-100,-292,-556,-140,-444,-728,-508,-468,-276,892,-112
77,1,-448,-1656,-908,-520,-816,-628,-1060,-1532,-628,788,-360
77,2,260,-1484,-780,-556,-684,-1004,-2264,-1864,-1064,680,400
77,3,-528,-1588,-124,-928,-956,-560,-880,-1896,-892,968,-376
78,0,-928,-1172,928,-92,-848,728,196,-1700,-884,-1772,-204
78,1,-1036,-1464,1504,-328,-1084,904,560,-2304,-1376,-2888,-296
78,2,-884,-1276,1472,-276,-1028,684,728,-2112,-1328,-2884,-80
78,3,-724,-1172,1560,-172,-1036,804,568,-2008,-1348,-2980,-96
79,0,-788,-1552,148,-804,-936,332,340,-1692,-588,-628,-8
79,1,-1140,-1712,376,-572,-1016,736,484,-1932,-832,-948,-108
79,2,-1344,-2144,608,-736,-1324,964,812,-2484,-1176,-1268,-192
79,3,-1164,-2324,588,-592,-1216,912,612,-2084,-980,-1312,-116
80,0,360,-1068,-720,-260,-524,-716,-676,-384,436,-16,-176
80,1,164,-720,-544,-96,-380,-320,-272,-84,208,180,-172
80,2,268,-636,-592,56,-292,-400,-276,-64,252,184,-96
80,3,236,-548,-668,-212,-236,-344,-352,-64,268,40,-20
81,0,4,52,-84,-44,-40,-288,-164,-148,-108,-92,0
81,1,44,-4,36,-64,-16,-4,-8,-32,8,-8,52
81,2,108,-120,28,-80,-16,28,-20,12,100,-44,28
81,3,-12,28,-44,-4,-8,-96,-60,-36,-28,-36,-24
82,0,212,2164,-1884,88,-336,-3008,-2172,-3848,-2040,-2324,2296
82,1,92,3024,-2608,-48,-556,-3644,-2768,-4284,-2904,-3208,2124
82,2,-192,2740,-2252,-120,-560,-3728,-2760,-4744,-2964,-2628,2464
82,3,-312,2872,-2424,-304,-832,-3436,-2608,-4308,-3208,-2996,2188
83,0,-688,-868,180,-64,-452,312,272,-904,-464,-1584,-112
83,1,-660,-1336,212,-164,-520,604,216,-956,-468,-1472,-220
83,2,-744,-1416,616,-208,-740,608,504,-1420,-852,-2004,8
83,3,-912,-1276,1000,-520,-832,604,456,-1760,-1012,-2104,-152
84,0,-340,-336,-536,488,308,-392,-756,-968,-408,68,472
84,1,156,-392,-440,396,236,-340,-388,-632,-344,-324,500
84,2,292,-356,-556,220,132,-304,-368,-560,-408,-384,468
84,3,-500,-68,-832,860,528,-644,-892,-1336,-712,-164,744
85,0,-804,96,-684,548,624,-588,-680,-1196,-496,-100,468
85,1,-120,100,-684,480,544,-488,-500,-1056,-628,-272,360
85,2,40,52,-620,380,412,-300,-436,-1104,-416,-144,332
85,3,-192,8,-840,368,500,-676,-736,-1308,-584,-316,580
86,0,-924,-1636,432,-368,-996,776,184,-1676,-768,-864,-112
86,1,-1048,-2116,608,-712,-1356,1064,264,-2192,-1068,-1140,-72
86,2,-988,-1756,356,-616,-1232,744,100,-1928,-992,-824,-420
86,3,-804,-1780,616,-504,-1156,816,204,-1664,-688,-908,-100
87,0,128,-504,-116,48,-176,-112,-104,-24,156,-36,-100
87,1,288,-472,-272,-112,-28,-148,-176,-160,304,96,36
87,2,124,-340,-220,-40,-48,-60,-80,76,144,-44,-8
87,3,136,-584,-624,-348,-252,-216,-384,-348,216,132,-20
88,0,240,-24,112,-244,-120,-164,-76,-180,-28,-44,220
88,1,128,52,-216,-108,-228,-608,-288,-228,-176,-188,-64
88,2,168,144,-264,-72,-192,-744,-384,-240,-168,-216,-96
88,3,260,-84,-124,-172,-352,-488,-148,-196,-156,-124,24
89,0,36,2776,-2448,168,-240,-3680,-2696,-4388,-2812,-3048,2392
89,1,-976,4044,-4172,104,-1084,-4016,-3260,-4712,-4448,-3840,896
89,2,-1792,5168,-4952,660,-996,-3656,-3368,-3784,-5132,-4184,-352
89,3,-1028,4764,-4392,520,-964,-3832,-3212,-4112,-4776,-4580,488
90,0,-28,-40,80,-92,-64,24,32,-264,-104,-36,60
90,1,-124,-112,68,-116,-140,16,32,-560,-208,8,128
90,2,-204,-276,172,-84,-200,52,40,-408,-208,76,56
90,3,-104,-260,-124,-332,-196,-76,-28,-628,-348,136,36
91,0,-1096,-1592,1052,-352,-1088,764,684,-2204,-1272,-2228,68
91,1,-1228,-1928,1764,-624,-1316,836,860,-3124,-1760,-2840,244
91,2,-1376,-1936,2084,-556,-1516,960,1056,-3148,-2028,-3148,224
91,3,-1628,-2492,2432,-724,-1732,1080,1184,-3792,-2440,-3424,408
92,0,-64,-96,-136,-64,16,-48,-56,40,-8,-32,0
92,1,-80,-184,-176,-136,8,-48,-136,48,-16,-72,-64
92,2,-208,-376,-448,-264,40,-144,-248,128,-32,-136,-64
92,3,-104,-188,-224,-132,20,-72,-124,64,-16,-68,-32
93,0,-888,2224,-948,1216,-532,-1364,-1664,-4576,-3308,-3636,1668
93,1,-1292,2872,-1360,896,-1544,-1360,-1528,-5228,-3876,-4276,2188
93,2,-532,2536,-1072,640,-1144,-1080,-1324,-4328,-2900,-2936,2048
93,3,-616,2052,-964,444,-1456,-1100,-920,-4028,-2704,-2276,1916
94,0,-252,-608,-68,380,92,-88,-100,-3368,-1512,-1060,1612
