sample_position,sample_id,first_mem_line,time_bins
195,shd-train-01718,9750,50
196,shd-train-01720,9800,50
197,shd-train-01729,9850,50
198,shd-train-01730,9900,50
199,shd-train-01731,9950,50
200,shd-train-01746,10000,50
201,shd-train-01752,10050,50
202,shd-train-01753,10100,50
203,shd-train-01763,10150,50
204,shd-train-01770,10200,50
205,shd-train-01776,10250,50
206,shd-train-01789,10300,50
207,shd-train-01800,10350,50
208,shd-train-01822,10400,50
209,shd-train-01841,10450,50
210,shd-train-01843,10500,50
211,shd-train-01845,10550,50
212,shd-train-01848,10600,50
213,shd-train-01849,10650,50
214,shd-train-01865,10700,50
215,shd-train-01874,10750,50
216,shd-train-01882,10800,50
217,shd-train-01903,10850,50
218,shd-train-01906,10900,50
219,shd-train-01946,10950,50
220,shd-train-01969,11000,50
221,shd-train-01971,11050,50
222,shd-train-01974,11100,50
223,shd-train-01976,11150,50
224,shd-train-01989,11200,50
225,shd-train-01996,11250,50
226,shd-train-02004,11300,50
227,shd-train-02025,11350,50
228,shd-train-02033,11400,50
229,shd-train-02051,11450,50
230,shd-train-02055,11500,50
231,shd-train-02058,11550,50
232,shd-train-02067,11600,50
233,shd-train-02076,11650,50
234,shd-train-02082,11700,50
235,shd-train-02093,11750,50
236,shd-train-02107,11800,50
237,shd-train-02118,11850,50
238,shd-train-02157,11900,50
239,shd-train-02160,11950,50
240,shd-train-02172,12000,50
241,shd-train-02175,12050,50
242,shd-train-02177,12100,50
243,shd-train-02178,12150,50
244,shd-train-02181,12200,50
245,shd-train-02190,12250,50
246,shd-train-02206,12300,50
247,shd-train-02221,12350,50
248,shd-train-02224,12400,50
249,shd-train-02226,12450,50
250,shd-train-02228,12500,50
251,shd-train-02236,12550,50
252,shd-train-02245,12600,50
253,shd-train-02255,12650,50
254,shd-train-02265,12700,50
255,shd-train-02281,12750,50
256,shd-train-02282,12800,50
257,shd-train-02287,12850,50
258,shd-train-02312,12900,50
259,shd-train-02317,12950,50
260,shd-train-02338,13000,50
261,shd-train-02341,13050,50
262,shd-train-02349,13100,50
263,shd-train-02354,13150,50
264,shd-train-02366,13200,50
265,shd-train-02368,13250,50
266,shd-train-02376,13300,50
267,shd-train-02380,13350,50
268,shd-train-02415,13400,50
269,shd-train-02419,13450,50
270,shd-train-02421,13500,50
271,shd-train-02429,13550,50
272,shd-train-02446,13600,50
273,shd-train-02460,13650,50
274,shd-train-02469,13700,50
275,shd-train-02471,13750,50
276,shd-train-02485,13800,50
277,shd-train-02499,13850,50
278,shd-train-02519,13900,50
279,shd-train-02523,13950,50
280,shd-train-02524,14000,50
281,shd-train-02545,14050,50
282,shd-train-02546,14100,50
283,shd-train-02562,14150,50
284,shd-train-02563,14200,50
285,shd-train-02567,14250,50
286,shd-train-02573,14300,50
287,shd-train-02590,14350,50
288,shd-train-02591,14400,50
289,shd-train-02593,14450,50
290,shd-train-02595,14500,50
291,shd-train-02599,14550,50
292,shd-train-02603,14600,50
293,shd-train-02619,14650,50
294,shd-train-02623,14700,50
295,shd-train-02663,14750,50
296,shd-train-02668,14800,50
297,shd-train-02677,14850,50
298,shd-train-02688,14900,50
299,shd-train-02699,14950,50
300,shd-train-02708,15000,50
301,shd-train-02713,15050,50
302,shd-train-02715,15100,50
303,shd-train-02728,15150,50
304,shd-train-02729,15200,50
305,shd-train-02742,15250,50
306,shd-train-02745,15300,50
307,shd-train-02754,15350,50
308,shd-train-02755,15400,50
309,shd-train-02772,15450,50
310,shd-train-02781,15500,50
311,shd-train-02792,15550,50
312,shd-train-02796,15600,50
313,shd-train-02797,15650,50
314,shd-train-02805,15700,50
315,shd-train-02806,15750,50
316,shd-train-02810,15800,50
317,shd-train-02812,15850,50
318,shd-train-02822,15900,50
319,shd-train-02830,15950,50
320,shd-train-02832,16000,50
321,shd-train-02867,16050,50
322,shd-train-02878,16100,50
323,shd-train-02884,16150,50
324,shd-train-02889,16200,50
325,shd-train-02890,16250,50
326,shd-train-02897,16300,50
327,shd-train-02901,16350,50
328,shd-train-02926,16400,50
329,shd-train-02933,16450,50
330,shd-train-02938,16500,50
331,shd-train-02958,16550,50
332,shd-train-02963,16600,50
333,shd-train-02981,16650,50
334,shd-train-02982,16700,50
335,shd-train-02986,16750,50
336,shd-train-02989,16800,50
337,shd-train-03005,16850,50
338,shd-train-03019,16900,50
339,shd-train-03026,16950,50
340,shd-train-03027,17000,50
341,shd-train-03033,17050,50
342,shd-train-03049,17100,50
343,shd-train-03069,17150,50
344,shd-train-03076,17200,50
345,shd-train-03082,17250,50
346,shd-train-03087,17300,50
347,shd-train-03100,17350,50
348,shd-train-03127,17400,50
349,shd-train-03136,17450,50
350,shd-train-03141,17500,50
351,shd-train-03148,17550,50
352,shd-train-03164,17600,50
353,shd-train-03173,17650,50
354,shd-train-03187,17700,50
355,shd-train-03191,17750,50
356,shd-train-03208,17800,50
357,shd-train-03219,17850,50
358,shd-train-03220,17900,50
359,shd-train-03229,17950,50
360,shd-train-03235,18000,50
361,shd-train-03245,18050,50
362,shd-train-03246,18100,50
363,shd-train-03300,18150,50
364,shd-train-03310,18200,50
365,shd-train-03317,18250,50
366,shd-train-03351,18300,50
367,shd-train-03378,18350,50
368,shd-train-03380,18400,50
369,shd-train-03384,18450,50
370,shd-train-03387,18500,50
371,shd-train-03394,18550,50
372,shd-train-03408,18600,50
373,shd-train-03411,18650,50
374,shd-train-03422,18700,50
375,shd-train-03431,18750,50
376,shd-train-03437,18800,50
377,shd-train-03462,18850,50
378,shd-train-03471,18900,50
379,shd-train-03492,18950,50
380,shd-train-03495,19000,50
381,shd-train-03497,19050,50
382,shd-train-03498,19100,50
383,shd-train-03505,19150,50
384,shd-train-03512,19200,50
385,shd-train-03529,19250,50
386,shd-train-03531,19300,50
387,shd-train-03533,19350,50
388,shd-train-03535,19400,50
389,shd-train-03557,19450,50
390,shd-train-03559,19500,50
391,shd-train-03561,19550,50
392,shd-train-03567,19600,50
393,shd-train-03579,19650,50
394,shd-train-03582,19700,50
395,shd-train-03587,19750,50
396,shd-train-03606,19800,50
397,shd-train-03607,19850,50
398,shd-train-03608,19900,50
399,shd-train-03609,19950,50
400,shd-train-03611,20000,50
401,shd-train-03641,20050,50
402,shd-train-03647,20100,50
403,shd-train-03649,20150,50
404,shd-train-03651,20200,50
405,shd-train-03657,20250,50
406,shd-train-03658,20300,50
407,shd-train-03663,20350,50
408,shd-train-03672,20400,50
409,shd-train-03681,20450,50
410,shd-train-03685,20500,50
411,shd-train-03695,20550,50
412,shd-train-03703,20600,50
413,shd-train-03705,20650,50
414,shd-train-03715,20700,50
415,shd-train-03728,20750,50
416,shd-train-03737,20800,50
417,shd-train-03765,20850,50
418,shd-train-03776,20900,50
419,shd-train-03788,20950,50
420,shd-train-03791,21000,50
421,shd-train-03807,21050,50
422,shd-train-03820,21100,50
423,shd-train-03838,21150,50
424,shd-train-03860,21200,50
425,shd-train-03864,21250,50
426,shd-train-03871,21300,50
427,shd-train-03877,21350,50
428,shd-train-03882,21400,50
429,shd-train-03905,21450,50
430,shd-train-03907,21500,50
431,shd-train-03911,21550,50
432,shd-train-03916,21600,50
433,shd-train-03919,21650,50
434,shd-train-03927,21700,50
435,shd-train-03939,21750,50
436,shd-train-03942,21800,50
437,shd-train-03952,21850,50
438,shd-train-03970,21900,50
439,shd-train-03980,21950,50
440,shd-train-03981,22000,50
441,shd-train-03994,22050,50
442,shd-train-04004,22100,50
443,shd-train-04023,22150,50
444,shd-train-04024,22200,50
445,shd-train-04036,22250,50
446,shd-train-04044,22300,50
447,shd-train-04049,22350,50
448,shd-train-04062,22400,50
449,shd-train-04068,22450,50
450,shd-train-04082,22500,50
451,shd-train-04095,22550,50
452,shd-train-04113,22600,50
453,shd-train-04129,22650,50
454,shd-train-04140,22700,50
455,shd-train-04154,22750,50
456,shd-train-04161,22800,50
457,shd-train-04167,22850,50
458,shd-train-04190,22900,50
459,shd-train-04197,22950,50
460,shd-train-04212,23000,50
461,shd-train-04218,23050,50
462,shd-train-04221,23100,50
463,shd-train-04226,23150,50
464,shd-train-04234,23200,50
465,shd-train-04240,23250,50
466,shd-train-04258,23300,50
467,shd-train-04286,23350,50
468,shd-train-04289,23400,50
469,shd-train-04297,23450,50
470,shd-train-04300,23500,50
471,shd-train-04326,23550,50
472,shd-train-04327,23600,50
473,shd-train-04332,23650,50
474,shd-train-04337,23700,50
475,shd-train-04343,23750,50
476,shd-train-04353,23800,50
477,shd-train-04356,23850,50
478,shd-train-04367,23900,50
479,shd-train-04369,23950,50
480,shd-train-04370,24000,50
481,shd-train-04374,24050,50
482,shd-train-04382,24100,50
483,shd-train-04392,24150,50
484,shd-train-04397,24200,50
485,shd-train-04399,24250,50
486,shd-train-04402,24300,50
487,shd-train-04405,24350,50
488,shd-train-04419,24400,50
489,shd-train-04436,24450,50
490,shd-train-04475,24500,50
491,shd-train-04481,24550,50
492,shd-train-04483,24600,50
493,shd-train-04491,24650,50
494,shd-train-04502,24700,50
495,shd-train-04503,24750,50
496,shd-train-04515,24800,50
497,shd-train-04519,24850,50
498,shd-train-04543,24900,50
499,shd-train-04547,24950,50
500,shd-train-04554,25000,50
501,shd-train-04559,25050,50
502,shd-train-04581,25100,50
503,shd-train-04587,25150,50
504,shd-train-04617,25200,50
505,shd-train-04620,25250,50
506,shd-train-04622,25300,50
507,shd-train-04637,25350,50
508,shd-train-04640,25400,50
509,shd-train-04648,25450,50
510,shd-train-04682,25500,50
511,shd-train-04700,25550,50
512,shd-train-04702,25600,50
513,shd-train-04706,25650,50
514,shd-train-04714,25700,50
515,shd-train-04716,25750,50
516,shd-train-04717,25800,50
517,shd-train-04733,25850,50
518,shd-train-04737,25900,50
519,shd-train-04744,25950,50
520,shd-train-04755,26000,50
521,shd-train-04756,26050,50
522,shd-train-04783,26100,50
523,shd-train-04789,26150,50
524,shd-train-04796,26200,50
525,shd-train-04808,26250,50
526,shd-train-04833,26300,50
527,shd-train-04840,26350,50
528,shd-train-04851,26400,50
529,shd-train-04859,26450,50
530,shd-train-04869,26500,50
531,shd-train-04905,26550,50
532,shd-train-04909,26600,50
533,shd-train-04910,26650,50
534,shd-train-04913,26700,50
535,shd-train-04931,26750,50
536,shd-train-04935,26800,50
537,shd-train-04944,26850,50
538,shd-train-04949,26900,50
539,shd-train-04976,26950,50
540,shd-train-04989,27000,50
541,shd-train-04995,27050,50
542,shd-train-05017,27100,50
543,shd-train-05026,27150,50
544,shd-train-05053,27200,50
545,shd-train-05065,27250,50
546,shd-train-05078,27300,50
547,shd-train-05096,27350,50
548,shd-train-05101,27400,50
549,shd-train-05114,27450,50
550,shd-train-05136,27500,50
551,shd-train-05138,27550,50
552,shd-train-05160,27600,50
553,shd-train-05171,27650,50
554,shd-train-05183,27700,50
555,shd-train-05184,27750,50
556,shd-train-05195,27800,50
557,shd-train-05212,27850,50
558,shd-train-05222,27900,50
559,shd-train-05238,27950,50
560,shd-train-05276,28000,50
561,shd-train-05284,28050,50
562,shd-train-05300,28100,50
563,shd-train-05303,28150,50
564,shd-train-05306,28200,50
565,shd-train-05307,28250,50
566,shd-train-05313,28300,50
567,shd-train-05325,28350,50
568,shd-train-05334,28400,50
569,shd-train-05339,28450,50
570,shd-train-05343,28500,50
571,shd-train-05347,28550,50
572,shd-train-05354,28600,50
573,shd-train-05355,28650,50
574,shd-train-05372,28700,50
575,shd-train-05373,28750,50
576,shd-train-05396,28800,50
577,shd-train-05401,28850,50
578,shd-train-05407,28900,50
579,shd-train-05435,28950,50
580,shd-train-05456,29000,50
581,shd-train-05462,29050,50
582,shd-train-05500,29100,50
583,shd-train-05521,29150,50
584,shd-train-05523,29200,50
585,shd-train-05528,29250,50
586,shd-train-05540,29300,50
587,shd-train-05541,29350,50
588,shd-train-05549,29400,50
589,shd-train-05551,29450,50
590,shd-train-05554,29500,50
591,shd-train-05567,29550,50
592,shd-train-05590,29600,50
593,shd-train-05604,29650,50
594,shd-train-05610,29700,50
595,shd-train-05621,29750,50
596,shd-train-05624,29800,50
597,shd-train-05633,29850,50
598,shd-train-05639,29900,50
599,shd-train-05642,29950,50
600,shd-train-05651,30000,50
601,shd-train-05652,30050,50
602,shd-train-05658,30100,50
603,shd-train-05694,30150,50
604,shd-train-05716,30200,50
605,shd-train-05720,30250,50
606,shd-train-05739,30300,50
607,shd-train-05742,30350,50
608,shd-train-05750,30400,50
609,shd-train-05752,30450,50
610,shd-train-05753,30500,50
611,shd-train-05755,30550,50
612,shd-train-05764,30600,50
613,shd-train-05773,30650,50
614,shd-train-05774,30700,50
615,shd-train-05775,30750,50
616,shd-train-05776,30800,50
617,shd-train-05780,30850,50
618,shd-train-05795,30900,50
619,shd-train-05800,30950,50
620,shd-train-05802,31000,50
621,shd-train-05812,31050,50
622,shd-train-05813,31100,50
623,shd-train-05837,31150,50
624,shd-train-05838,31200,50
625,shd-train-05855,31250,50
626,shd-train-05856,31300,50
627,shd-train-05859,31350,50
628,shd-train-05867,31400,50
629,shd-train-05871,31450,50
630,shd-train-05887,31500,50
631,shd-train-05891,31550,50
632,shd-train-05909,31600,50
633,shd-train-05916,31650,50
634,shd-train-05919,31700,50
635,shd-train-05944,31750,50
636,shd-train-05958,31800,50
637,shd-train-05964,31850,50
638,shd-train-05970,31900,50
639,shd-train-05990,31950,50
640,shd-train-06001,32000,50
641,shd-train-06004,32050,50
642,shd-train-06007,32100,50
643,shd-train-06014,32150,50
644,shd-train-06033,32200,50
645,shd-train-06035,32250,50
646,shd-train-06053,32300,50
647,shd-train-06062,32350,50
648,shd-train-06078,32400,50
649,shd-train-06079,32450,50
650,shd-train-06080,32500,50
651,shd-train-06088,32550,50
652,shd-train-06093,32600,50
653,shd-train-06110,32650,50
654,shd-train-06114,32700,50
655,shd-train-06132,32750,50
656,shd-train-06143,32800,50
657,shd-train-06145,32850,50
658,shd-train-06166,32900,50
659,shd-train-06170,32950,50
660,shd-train-06171,33000,50
661,shd-train-06218,33050,50
662,shd-train-06222,33100,50
663,shd-train-06233,33150,50
664,shd-train-06235,33200,50
665,shd-train-06237,33250,50
666,shd-train-06239,33300,50
667,shd-train-06240,33350,50
668,shd-train-06242,33400,50
669,shd-train-06257,33450,50
670,shd-train-06259,33500,50
671,shd-train-06264,33550,50
672,shd-train-06266,33600,50
673,shd-train-06272,33650,50
674,shd-train-06281,33700,50
675,shd-train-06295,33750,50
676,shd-train-06299,33800,50
677,shd-train-06306,33850,50
678,shd-train-06309,33900,50
679,shd-train-06310,33950,50
680,shd-train-06318,34000,50
681,shd-train-06326,34050,50
682,shd-train-06331,34100,50
683,shd-train-06347,34150,50
684,shd-train-06354,34200,50
685,shd-train-06364,34250,50
686,shd-train-06367,34300,50
687,shd-train-06378,34350,50
688,shd-train-06396,34400,50
689,shd-train-06399,34450,50
690,shd-train-06416,34500,50
691,shd-train-06429,34550,50
692,shd-train-06430,34600,50
693,shd-train-06444,34650,50
694,shd-train-06445,34700,50
695,shd-train-06457,34750,50
696,shd-train-06460,34800,50
697,shd-train-06468,34850,50
698,shd-train-06483,34900,50
699,shd-train-06485,34950,50
700,shd-train-06499,35000,50
701,shd-train-06504,35050,50
702,shd-train-06514,35100,50
703,shd-train-06518,35150,50
704,shd-train-06526,35200,50
705,shd-train-06528,35250,50
706,shd-train-06529,35300,50
707,shd-train-06532,35350,50
708,shd-train-06539,35400,50
709,shd-train-06562,35450,50
710,shd-train-06607,35500,50
711,shd-train-06627,35550,50
712,shd-train-06632,35600,50
713,shd-train-06642,35650,50
714,shd-train-06654,35700,50
715,shd-train-06656,35750,50
716,shd-train-06682,35800,50
717,shd-train-06684,35850,50
718,shd-train-06702,35900,50
719,shd-train-06704,35950,50
720,shd-train-06714,36000,50
721,shd-train-06719,36050,50
722,shd-train-06729,36100,50
723,shd-train-06735,36150,50
724,shd-train-06766,36200,50
725,shd-train-06769,36250,50
726,shd-train-06781,36300,50
727,shd-train-06784,36350,50
728,shd-train-06802,36400,50
729,shd-train-06822,36450,50
730,shd-train-06826,36500,50
731,shd-train-06837,36550,50
732,shd-train-06846,36600,50
733,shd-train-06849,36650,50
734,shd-train-06855,36700,50
735,shd-train-06857,36750,50
736,shd-train-06885,36800,50
737,shd-train-06888,36850,50
738,shd-train-06912,36900,50
739,shd-train-06913,36950,50
740,shd-train-06925,37000,50
741,shd-train-06931,37050,50
742,shd-train-06943,37100,50
743,shd-train-06952,37150,50
744,shd-train-06965,37200,50
745,shd-train-06971,37250,50
746,shd-train-06985,37300,50
747,shd-train-06988,37350,50
748,shd-train-07011,37400,50
749,shd-train-07014,37450,50
750,shd-train-07029,37500,50
751,shd-train-07039,37550,50
752,shd-train-07044,37600,50
753,shd-train-07045,37650,50
754,shd-train-07060,37700,50
755,shd-train-07104,37750,50
756,shd-train-07109,37800,50
757,shd-train-07120,37850,50
758,shd-train-07139,37900,50
759,shd-train-07158,37950,50
760,shd-train-07159,38000,50
761,shd-train-07160,38050,50
762,shd-train-07168,38100,50
763,shd-train-07175,38150,50
764,shd-train-07186,38200,50
765,shd-train-07192,38250,50
766,shd-train-07200,38300,50
767,shd-train-07217,38350,50
768,shd-train-07225,38400,50
769,shd-train-07226,38450,50
770,shd-train-07227,38500,50
771,shd-train-07234,38550,50
772,shd-train-07246,38600,50
773,shd-train-07248,38650,50
774,shd-train-07249,38700,50
775,shd-train-07260,38750,50
776,shd-train-07267,38800,50
777,shd-train-07268,38850,50
778,shd-train-07301,38900,50
779,shd-train-07307,38950,50
780,shd-train-07317,39000,50
781,shd-train-07334,39050,50
782,shd-train-07352,39100,50
783,shd-train-07385,39150,50
784,shd-train-07392,39200,50
785,shd-train-07409,39250,50
786,shd-train-07414,39300,50
787,shd-train-07433,39350,50
788,shd-train-07442,39400,50
789,shd-train-07456,39450,50
790,shd-train-07458,39500,50
791,shd-train-07470,39550,50
792,shd-train-07472,39600,50
793,shd-train-07474,39650,50
794,shd-train-07498,39700,50
795,shd-train-07503,39750,50
796,shd-train-07516,39800,50
797,shd-train-07519,39850,50
798,shd-train-07548,39900,50
799,shd-train-07557,39950,50
800,shd-train-07563,40000,50
801,shd-train-07569,40050,50
802,shd-train-07582,40100,50
803,shd-train-07594,40150,50
804,shd-train-07596,40200,50
805,shd-train-07610,40250,50
806,shd-train-07616,40300,50
807,shd-train-07617,40350,50
808,shd-train-07620,40400,50
809,shd-train-07630,40450,50
810,shd-train-07639,40500,50
811,shd-train-07647,40550,50
812,shd-train-07653,40600,50
813,shd-train-07654,40650,50
814,shd-train-07655,40700,50
815,shd-train-07656,40750,50
816,shd-train-07680,40800,50
817,shd-train-07706,40850,50
818,shd-train-07709,40900,50
819,shd-train-07715,40950,50
820,shd-train-07732,41000,50
821,shd-train-07740,41050,50
822,shd-train-07744,41100,50
823,shd-train-07751,41150,50
824,shd-train-07753,41200,50
825,shd-train-07763,41250,50
826,shd-train-07792,41300,50
827,shd-train-07794,41350,50
828,shd-train-07799,41400,50
829,shd-train-07800,41450,50
830,shd-train-07804,41500,50
831,shd-train-07828,41550,50
832,shd-train-07829,41600,50
833,shd-train-07840,41650,50
834,shd-train-07841,41700,50
835,shd-train-07846,41750,50
836,shd-train-07850,41800,50
837,shd-train-07865,41850,50
838,shd-train-07874,41900,50
839,shd-train-07889,41950,50
840,shd-train-07915,42000,50
841,shd-train-07926,42050,50
842,shd-train-07935,42100,50
843,shd-train-07958,42150,50
844,shd-train-07962,42200,50
845,shd-train-07966,42250,50
846,shd-train-07985,42300,50
847,shd-train-07994,42350,50
848,shd-train-07995,42400,50
849,shd-train-08009,42450,50
850,shd-train-08018,42500,50
851,shd-train-08022,42550,50
852,shd-train-08025,42600,50
853,shd-train-08032,42650,50
854,shd-train-08045,42700,50
855,shd-train-08066,42750,50
856,shd-train-08070,42800,50
857,shd-train-08076,42850,50
858,shd-train-08080,42900,50
859,shd-train-08125,42950,50
860,shd-train-08127,43000,50
